title,price,fridge_price,rating,fridge_ratings,fridge_reviews,description,discount
"Lloyd 188 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Fast Ice Making, Quick ...","₹16,990","16,990",385 Ratings & 24 Reviews,385,�24 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,N/A
"Lloyd 188 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Fast Ice Making, Quick ...","₹16,990","16,990",385 Ratings & 24 Reviews,385,�24 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,N/A
"SAMSUNG 322 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter, Convertib...","₹35,690","35,690","12,159 Ratings & 922 Reviews","12,159",�922 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",20% off
LG 260 L Frost Free Double Door 2 Star Convertible Refrigerator  with Convertible Refrigerator,"₹25,490","25,490","19,451 Ratings & 1,607 Reviews","19,451","�1,607 ",Smart InverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From LG,25% off
"IFB 187 L Direct Cool Single Door 2 Star Refrigerator  with Powered by E-Tech,with Extraordinary Stora...","₹13,590","13,590",351 Ratings & 29 Reviews,351,�29 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,23% off
BOSCH 207 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹21,990","21,990",69 Ratings & 8 Reviews,69,�8 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,25% off
"SAMSUNG 385 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter, Convertib...","₹44,990","44,990",979 Ratings & 69 Reviews,979,�69 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",34% off
"CANDY 190 L Direct Cool Single Door 5 Star Refrigerator  with Jumbo Fruit and vegetable Box , Stabiliz...","₹14,190","14,190","1,512 Ratings & 198 Reviews","1,512",�198 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,27% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹16,690","16,690",191 Ratings & 9 Reviews,191,�9 ,"Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product, 9 Years Warranty on Compressor",22% off
SAMSUNG 550 L Frost Free French Door Bottom Mount Convertible Refrigerator  with Digital Inverter,"₹69,990","69,990",546 Ratings & 65 Reviews,546,�65 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",20% off
SAMSUNG 465 L Frost Free Double Door 1 Star Refrigerator,"₹47,290","47,290",4 Ratings & 0 Reviews,4,�0 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warrranty on Compressor,34% off
Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹18,990","18,990",63 Ratings & 3 Reviews,63,�3 ,DC Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,22% off
Haier 598 L Frost Free Side by Side Convertible Refrigerator  with 83% Convertible Fridge SpaceDigital...,"₹87,990","87,990",N/A,#VALUE!,#VALUE!,InverterBuilt-in StabilizerComprehensive: 12 Months,32% off
Whirlpool 308 l Frost Free Double Door 2 Star Convertible Refrigerator  with 10-in-1 Convertible Modes,"₹33,590","33,590",297 Ratings & 24 Reviews,297,�24 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor,31% off
Godrej 308 L Frost Free Double Door 2 Star Refrigerator,"₹30,990","30,990",25 Ratings & 0 Reviews,25,�0 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,35% off
SAMSUNG 189 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Digi-Touch Cool & Dig...,"₹17,990","17,990","33,754 Ratings & 2,884 Reviews","33,754","�2,884 ",Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,30% off
BOSCH 195 L Direct Cool Single Door 4 Star Refrigerator,"₹18,900","18,900",N/A,#VALUE!,#VALUE!,VarioInverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Bosch,25% off
Godrej 183 L Direct Cool Single Door 2 Star Refrigerator  with Jumbo Vegetable Tray and Wired Shelves,"₹11,990","11,990","7,150 Ratings & 404 Reviews","7,150",�404 ,Reciprocatory CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,20% off
"IFB 187 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  with Powered by E-Tech,with Ex...","₹15,590","15,590",143 Ratings & 6 Reviews,143,�6 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,20% off
Haier 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Large Storage Space1 Ho...,"₹18,290","18,290",691 Ratings & 49 Reviews,691,�49 ,NormalBuilt-in Stabilizer1 Years Warranty on Product and 10 Years Warranty on Compressor,33% off
Liebherr 264 L Frost Free Double Door 2 Star Refrigerator,"₹27,990","27,990",4 Ratings & 1 Reviews,4,�1 ,"NextGen 8 Step Inverter CompressorBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",35% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹14,890","14,890","8,203 Ratings & 836 Reviews","8,203",�836 ,Non Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,28% off
SAMSUNG 256 L Frost Free Double Door 3 Star Refrigerator  with Digital Inverter and Display,"₹29,490","29,490","3,563 Ratings & 225 Reviews","3,563",�225 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,35% off
Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,"₹15,750","15,750",N/A,#VALUE!,#VALUE!,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor,31% off
SAMSUNG 223 L Direct Cool Single Door 3 Star Refrigerator,"₹19,890","19,890",42 Ratings & 2 Reviews,42,�2 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,23% off
Midea 510 L Frost Free Side by Side Refrigerator,"₹46,990","46,990","1,022 Ratings & 161 Reviews","1,022",�161 ,InverterBuilt-in Stabilizer1 Year Comprehensive (Product) Warranty and 10 Years Warranty on Compressor from Midea,41% off
Haier 300 L Frost Free Double Door 2 Star Refrigerator,"₹30,999","30,999",N/A,#VALUE!,#VALUE!,InverterBuilt-in Stabilizer2 Year Warranty on Product and 10 Years Warranty on Compressor from Haier,35% off
"SAMSUNG 653 L Frost Free Side by Side 5 Star Refrigerator  with AI and WiFi, Convertible 5-in-1, Digit...","₹99,990","99,990","1,851 Ratings & 120 Reviews","1,851",�120 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,33% off
Whirlpool 215 L Frost Free Triple Door Refrigerator,"₹24,690","24,690","36,926 Ratings & 4,083 Reviews","36,926","�4,083 ",Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and  9 Years Warranty on Compressor,18% off
Panasonic 237 L Frost Free Double Door 2 Star Refrigerator,"₹22,490","22,490",5 Ratings & 1 Reviews,5,�1 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,26% off
Voltas Beko by A Tata Product 183 L Direct Cool Single Door 3 Star Refrigerator,"₹13,490","13,490","1,604 Ratings & 94 Reviews","1,604",�94 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive warranty on product & 10 Years warranty on compressor,46% off
Godrej 180 L Direct Cool Single Door 5 Star Refrigerator  with Jumbo Vegetable Tray With Faster Coolin...,"₹15,690","15,690",168 Ratings & 12 Reviews,168,�12 ,Fixed Speed CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,21% off
SAMSUNG 183 L Direct Cool Single Door 2 Star Refrigerator  with Digital Inverter,"₹13,790","13,790","12,637 Ratings & 932 Reviews","12,637",�932 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",23% off
LG 185 L Direct Cool Single Door 2 Star Refrigerator,"₹13,990","13,990","8,170 Ratings & 781 Reviews","8,170",�781 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,20% off
"LG 205 L Direct Cool Single Door 4 Star Refrigerator  with Smart Inverter Compressor, Humidity Control...","₹17,990","17,990",72 Ratings & 4 Reviews,72,�4 ,Smart Inverter CompressorBuilt-in Stabilizer2 Years Warranty on Product and 10 Years Warranty on Compressor From LG,25% off
Haier 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Large Storage Space 1 H...,"₹18,290","18,290","13,149 Ratings & 1,071 Reviews","13,149","�1,071 ",Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,33% off
Lifelong 4 L Thermoelectric Cooling Single Door Refrigerator,"₹4,490","4,490",55 Ratings & 6 Reviews,55,�6 ,N/A,55% off
Lloyd by Havells 587 L Frost Free Side by Side Refrigerator,"₹54,990","54,990",168 Ratings & 37 Reviews,168,�37 ,Fixed SpeedBuilt-in Stabilizer1 Year Warranty on product and 9 year warranty on Compressor,36% off
Whirlpool 327 L Frost Free Double Door 2 Star Convertible Refrigerator  with 10-in-1 Convertible Modes,"₹36,240","36,240","1,044 Ratings & 122 Reviews","1,044",�122 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 9 Years Warranty on Compressor,34% off
SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter and Displa...,"₹26,990","26,990","16,916 Ratings & 1,235 Reviews","16,916","�1,235 ","Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",35% off
Whirlpool 230 L Direct Cool Single Door 3 Star Refrigerator,"₹17,990","17,990","5,679 Ratings & 450 Reviews","5,679",�450 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 9 Years Warranty on Compressor,21% off
SAMSUNG 256 L Frost Free Double Door 3 Star Refrigerator  with Digital Inverter and Display,"₹28,590","28,590","3,563 Ratings & 225 Reviews","3,563",�225 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,33% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹15,692","15,692",121 Ratings & 8 Reviews,121,�8 ,Digital CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool,17% off
SAMSUNG 530 L Frost Free Double Door 1 Star Convertible Refrigerator,"₹65,990","65,990",979 Ratings & 69 Reviews,979,�69 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warrranty on Compressor,30% off
BOSCH 303 L Frost Free Triple Door Refrigerator,"₹36,990","36,990",15 Ratings & 1 Reviews,15,�1 ,VarioInverter1 Year Warranty on Product,37% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹13,800","13,800",254 Ratings & 26 Reviews,254,�26 ,Digital CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool,20% off
SAMSUNG 183 L Direct Cool Single Door 3 Star Refrigerator,"₹17,199","17,199",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Standard Warranty on Product and 20 Years Warranty on the Compressor,14% off
"IFB 206 L Direct Cool Single Door 4 Star Refrigerator  with Advanced Inverter Compressor, Converti-Coo...","₹17,990","17,990",23 Ratings & 0 Reviews,23,�0 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,31% off
SAMSUNG 246 L Direct Cool Single Door 3 Star Refrigerator,"₹26,700","26,700",48 Ratings & 5 Reviews,48,�5 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,13% off
"SAMSUNG 633 L Frost Free Side by Side 3 Star Refrigerator  with AI and WiFi, Convertible 5-in-1, Water...","₹99,990","99,990","1,851 Ratings & 120 Reviews","1,851",�120 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",34% off
LG 242 L Frost Free Double Door 3 Star Refrigerator  with DoorCooling+ & Smart Inverter Compressor,"₹24,990","24,990","19,451 Ratings & 1,607 Reviews","19,451","�1,607 ",Smart InverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from LG,33% off
Godrej 183 L Direct Cool Single Door 2 Star Refrigerator  with Jumbo Vegetable Tray and Toughened Glas...,"₹12,990","12,990","6,082 Ratings & 367 Reviews","6,082",�367 ,Fixed Speed CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,23% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹15,399","15,399",45 Ratings & 3 Reviews,45,�3 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,23% off
Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator,"₹14,890","14,890","16,660 Ratings & 1,051 Reviews","16,660","�1,051 ",Normal Compressor1 Year Warranty on Product and 10 Years Warranty on Compressor,17% off
Haier 237 L Frost Free Double Door Bottom Mount 2 Star Convertible Refrigerator,"₹25,390","25,390",N/A,#VALUE!,#VALUE!,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,32% off
Blue Star 47 L Direct Cool Single Door 2 Star Convertible Refrigerator,"₹9,249","9,249",80 Ratings & 4 Reviews,80,�4 ,"Reciprocating Compressor1 Year Comprehensive Warranty, 5 Years Compressor Warranty.",43% off
Lloyd by Havells 188 L Direct Cool Single Door 3 Star Refrigerator,"₹14,450","14,450","5,255 Ratings & 488 Reviews","5,255",�488 ,Fixed speedBuilt-in Stabilizer1 Year Warranty on product and 10 year warranty on Compressor,28% off
"SAMSUNG 376 L Frost Free Double Door 2 Star Convertible Refrigerator  with Curd Maestro, Convertible 5...","₹41,990","41,990",979 Ratings & 69 Reviews,979,�69 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,38% off
Godrej 308 L Frost Free Double Door 2 Star Refrigerator  with Convertible 4-In-1 Refrigerator�With 95%...,"₹31,490","31,490",96 Ratings & 7 Reviews,96,�7 ,Inverter compressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,37% off
Whirlpool 215 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹19,419","19,419","3,736 Ratings & 447 Reviews","3,736",�447 ,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,29% off
Voltas Beko by A Tata Product 248 L Frost Free Double Door 3 Star Refrigerator,"₹25,490","25,490","1,664 Ratings & 135 Reviews","1,664",�135 ,Pro Smart Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive warranty on product & 10 Years warranty on compressor,42% off
Lloyd by Havells 200 L Direct Cool Single Door 2 Star Refrigerator,"₹14,890","14,890","5,255 Ratings & 488 Reviews","5,255",�488 ,Fixed speedBuilt-in Stabilizer1 Year Warranty on Product and Additional 9 Years Warranty on Compressor,34% off
"Haier 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with ,Large Storage Space1 H...","₹16,790","16,790","13,149 Ratings & 1,071 Reviews","13,149","�1,071 ",Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compresso,31% off
"LG 655 L Frost Free Side by Side Refrigerator  with Smart Inverter Compressor, AI ThinQ (Wi-Fi), Door ...","₹84,990","84,990",5 Ratings & 0 Reviews,5,�0 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor From LG,43% off
Whirlpool 207 L Direct Cool Single Door 3 Star Refrigerator,"₹16,890","16,890",18 Ratings & 2 Reviews,18,�2 ,"Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product, 9 Years Warranty on Compressor",22% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹14,490","14,490",N/A,#VALUE!,#VALUE!,Non Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,30% off
Haier 240 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  with Convertible 5 in 1T...,"₹24,790","24,790","2,177 Ratings & 205 Reviews","2,177",�205 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,32% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹15,290","15,290","3,618 Ratings & 358 Reviews","3,618",�358 ,Non Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,26% off
Haier 190 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  with Large Storage Space1 Ho...,"₹14,790","14,790",306 Ratings & 15 Reviews,306,�15 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,35% off
MarQ by Flipkart 208 L Direct Cool Single Door 3 Star Refrigerator,"₹14,490","14,490",140 Ratings & 18 Reviews,140,�18 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,42% off
"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...","₹15,990","15,990","12,232 Ratings & 1,366 Reviews","12,232","�1,366 ",Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,17% off
Lloyd by Havells 260 L Frost Free Double Door 2 Star Refrigerator,"₹26,990","26,990",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and Additional 9 Years Warranty on Compressor,38% off
Lifelong 4 L Thermoelectric Cooling Single Door Refrigerator,"₹4,490","4,490",74 Ratings & 10 Reviews,74,�10 ,N/A,55% off
"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...","₹17,290","17,290","3,171 Ratings & 224 Reviews","3,171",�224 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,17% off
Godrej 238 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,"₹21,990","21,990","4,672 Ratings & 336 Reviews","4,672",�336 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,26% off
SAMSUNG 246 L Direct Cool Single Door 3 Star Refrigerator,"₹25,000","25,000",4 Ratings & 0 Reviews,4,�0 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,13% off
Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator  with Intellisense Inverter Compressor,"₹15,440","15,440","16,660 Ratings & 1,051 Reviews","16,660","�1,051 ",Normal Compressor1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor,21% off
Godrej 244 L Frost Free Double Door 2 Star Refrigerator  with Wood Finish and Advanced Inverter Techno...,"₹27,990","27,990",637 Ratings & 47 Reviews,637,�47 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,20% off
Whirlpool 228 L Frost Free Multi-Door Refrigerator,"₹26,290","26,290","36,926 Ratings & 4,083 Reviews","36,926","�4,083 ",Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 9 Years Warranty on Compressor,26% off
"Lloyd 178 L Direct Cool Single Door 2 Star Refrigerator  with with Viruzsafe Technology, Quick Chillin...","₹13,290","13,290",N/A,#VALUE!,#VALUE!,Fixed SpeedBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,26% off
Haier 628 L Frost Free Side by Side Convertible Refrigerator  with Smart Connectivity Magic Convertibl...,"₹94,990","94,990",31 Ratings & 1 Reviews,31,�1 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor and Motor,44% off
"Lloyd 178 L Direct Cool Single Door 2 Star Refrigerator  with with Viruzsafe Technology, Quick Chillin...","₹13,290","13,290",N/A,#VALUE!,#VALUE!,Fixed SpeedBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,26% off
BPL 45 L Direct Cool Single Door 2 Star Refrigerator,"₹10,843","10,843",65 Ratings & 4 Reviews,65,�4 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 5 Years Warranty on Compressor,31% off
Voltas Beko 208 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹15,690","15,690","1,645 Ratings & 132 Reviews","1,645",�132 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,38% off
"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...","₹15,990","15,990","16,686 Ratings & 1,517 Reviews","16,686","�1,517 ",Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,27% off
realme TechLife 205 L Direct Cool Single Door 3 Star Refrigerator,"₹13,990","13,990","1,388 Ratings & 195 Reviews","1,388",�195 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,46% off
Haier 355 L Frost Free Double Door Bottom Mount 3 Star Refrigerator,"₹45,990","45,990",17 Ratings & 0 Reviews,17,�0 ,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,39% off
Haier 258 L Frost Free Single Door 2 Star Convertible Refrigerator,"₹25,040","25,040","2,737 Ratings & 288 Reviews","2,737",�288 ,Normal CompressorBuilt-in Stabilizer1 Year On Product and 10 Years on Compressor from Haier,31% off
Whirlpool 285 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹31,490","31,490",25 Ratings & 2 Reviews,25,�2 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 9 Years Warranty on Compressor,34% off
Haier 185 L Direct Cool Single Door 2 Star Refrigerator,"₹15,484","15,484",18 Ratings & 2 Reviews,18,�2 ,NormalBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,32% off
BLACK+DECKER 265 L Frost Free Double Door 3 Star Refrigerator,"₹18,999","18,999",N/A,#VALUE!,#VALUE!,"Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty, 10 Years on Compressor",63% off
Blue Star 47 L Direct Cool Single Door 2 Star Refrigerator,"₹8,740","8,740",92 Ratings & 4 Reviews,92,�4 ,"Reciprocating Compressor1 Year Comprehensive Warranty, 5 Years Compressor Warranty.",27% off
realme TechLife 180 L Direct Cool Single Door 3 Star Refrigerator,"₹22,990","22,990","2,052 Ratings & 214 Reviews","2,052",�214 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,N/A
Whirlpool 215 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹20,454","20,454","3,736 Ratings & 447 Reviews","3,736",�447 ,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,24% off
Voltas Beko by A Tata Product 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹14,490","14,490","4,007 Ratings & 258 Reviews","4,007",�258 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Compressor Warranty,44% off
Whirlpool 300 L Frost Free Triple Door Refrigerator,"₹33,390","33,390","36,926 Ratings & 4,083 Reviews","36,926","�4,083 ",Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool,25% off
Haier 602 L Frost Free Side by Side 3 Star Convertible Refrigerator  with 100% Convertible Fridge Spac...,"₹74,990","74,990",5 Ratings & 0 Reviews,5,�0 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and  10 Years Warranty on Compressor,38% off
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,"₹24,024","24,024","1,723 Ratings & 155 Reviews","1,723",�155 ,Reciprocating CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on the Compressor from Whirlpool,26% off
Lifelong 505 L Frost Free Side by Side Refrigerator,"₹47,990","47,990",636 Ratings & 97 Reviews,636,�97 ,Inverter Compressor1 Year Warranty on Product and 10 Years on Compressor,26% off
Liebherr 205 L Direct Cool Single Door 4 Star Refrigerator,"₹16,990","16,990",16 Ratings & 2 Reviews,16,�2 ,"ReciprocatingBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",37% off
LG 446 L Frost Free Double Door 1 Star Refrigerator,"₹52,990","52,990",15 Ratings & 1 Reviews,15,�1 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,23% off
Godrej 202 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹18,290","18,290",45 Ratings & 2 Reviews,45,�2 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,33% off
Haier 190 L Direct Cool Single Door 2 Star Refrigerator  with 1 Hour Icing TechnologyToughned Glass Sh...,"₹12,999","12,999","6,941 Ratings & 490 Reviews","6,941",�490 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,28% off
Whirlpool 235 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹23,790","23,790",N/A,#VALUE!,#VALUE!,"Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor",31% off
Whirlpool 258 L Frost Free Double Door 2 Star Refrigerator,"₹23,330","23,330",13 Ratings & 0 Reviews,13,�0 ,Linear CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor,14% off
SAMSUNG 183 L Direct Cool Single Door 1 Star Refrigerator,"₹15,000","15,000",6 Ratings & 1 Reviews,6,�1 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,16% off
LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,"₹15,990","15,990","6,707 Ratings & 405 Reviews","6,707",�405 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,21% off
