title,price,fridge_price,rating,fridge_ratings,fridge_reviews,description,discount
Haier 215 L Direct Cool Single Door 3 Star Refrigerator,"₹18,990","18,990",N/A,#VALUE!,#VALUE!,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor,32% off
Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹17,690","17,690","1,414 Ratings & 154 Reviews","1,414",�154 ,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on the Compressor from Whirlpool,26% off
Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹19,370","19,370",N/A,#VALUE!,#VALUE!,"InverterBuilt-in Stabilizer1 Year on product, 10 years on compressor",15% off
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,"₹25,600","25,600",14 Ratings & 2 Reviews,14,�2 ,Digital InverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,18% off
Haier 190 L Direct Cool Single Door 4 Star Refrigerator,"₹20,490","20,490",76 Ratings & 8 Reviews,76,�8 ,"reciprocatory compressorBuilt-in Stabilizer10 Year Warranty on Compressor, 1 year Warranty on product",25% off
BOSCH 334 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹42,990","42,990",N/A,#VALUE!,#VALUE!,"VarioInverterBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor",27% off
Lloyd 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹16,590","16,590",449 Ratings & 54 Reviews,449,�54 ,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 9 Years Additional on Compressor from Lloyd,33% off
Haier 192 L Direct Cool Single Door 3 Star Refrigerator,"₹19,923","19,923",2 Ratings & 1 Reviews,2,�1 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from Haier,N/A
Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator  with Laminar Airflow,"₹16,199","16,199","16,660 Ratings & 1,051 Reviews","16,660","�1,051 ",Normal Compressor1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor,26% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator  with Auto Defrost,"₹18,999","18,999",85 Ratings & 6 Reviews,85,�6 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor,15% off
Voltas Beko 183 L Direct Cool Single Door 2 Star Refrigerator,"₹12,390","12,390","4,007 Ratings & 258 Reviews","4,007",�258 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,50% off
IFB 206 L Direct Cool Single Door 4 Star Refrigerator,"₹17,990","17,990",N/A,#VALUE!,#VALUE!,"Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor",29% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹17,200","17,200",85 Ratings & 5 Reviews,85,�5 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,18% off
Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator,"₹18,899","18,899",15 Ratings & 0 Reviews,15,�0 ,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,16% off
Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator,"₹16,490","16,490","16,660 Ratings & 1,051 Reviews","16,660","�1,051 ",Normal Compressor1 Year on Product and 10 Years on the Compressor from Whirlpool,25% off
Godrej 210 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹19,997","19,997",77 Ratings & 11 Reviews,77,�11 ,Reciprocatory CompressorBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej,N/A
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹17,700","17,700",N/A,#VALUE!,#VALUE!,"Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor",12% off
SAMSUNG 192 L Direct Cool Single Door 3 Star Refrigerator,"₹16,419","16,419",5 Ratings & 1 Reviews,5,�1 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",3% off
Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator,"₹19,890","19,890","8,203 Ratings & 836 Reviews","8,203",�836 ,DC Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,24% off
Lloyd 310 L Frost Free Double Door 3 Star Refrigerator,"₹36,090","36,090",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years  Warranty on Compressor,32% off
Voltas Beko by A Tata Product 610 L Frost Free Double Door 3 Star Refrigerator,"₹69,590","69,590",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Compressor,9% off
"SAMSUNG 653 L Frost Free Side by Side 3 Star Refrigerator  with AI and WiFi, Convertible 5-in-1, Digit...","₹81,990","81,990","1,851 Ratings & 120 Reviews","1,851",�120 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",32% off
Godrej 185 L Direct Cool Single Door 2 Star Refrigerator,"₹15,990","15,990",14 Ratings & 1 Reviews,14,�1 ,Equipped with a normal compressorBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej,15% off
Godrej 200 L Direct Cool Single Door 3 Star Convertible Refrigerator,"₹17,559","17,559",22 Ratings & 1 Reviews,22,�1 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej,5% off
Lloyd by Havells 240 L Frost Free Double Door 2 Star Refrigerator,"₹27,990","27,990",N/A,#VALUE!,#VALUE!,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on product and 9 year warranty on Compressor,36% off
Godrej 192 L Direct Cool Single Door 2 Star Refrigerator,"₹15,202","15,202",N/A,#VALUE!,#VALUE!,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,27% off
Haier 185 L Direct Cool Single Door 2 Star Refrigerator,"₹18,490","18,490","6,941 Ratings & 490 Reviews","6,941",�490 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,N/A
Haier 185 L Direct Cool Single Door 2 Star Refrigerator,"₹18,450","18,450",21 Ratings & 1 Reviews,21,�1 ,NormalBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,5% off
SAMSUNG 189 L Direct Cool Single Door 4 Star Refrigerator,"₹18,000","18,000",42 Ratings & 2 Reviews,42,�2 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",14% off
Haier 190 L Direct Cool Single Door 5 Star Refrigerator,"₹17,900","17,900",N/A,#VALUE!,#VALUE!,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor,33% off
LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹20,264","20,264",250 Ratings & 28 Reviews,250,�28 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,18% off
Godrej 185 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹16,895","16,895",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,26% off
Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,"₹13,950","13,950","16,660 Ratings & 1,051 Reviews","16,660","�1,051 ",Normal Compressor1 Year on Product and 10 Years on the Compressor,17% off
CANDY 165 L Direct Cool Single Door 1 Star Refrigerator  with Stabilizer free Operation,"₹9,990","9,990","2,977 Ratings & 205 Reviews","2,977",�205 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,25% off
Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator,"₹17,665","17,665",N/A,#VALUE!,#VALUE!,Linear CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,12% off
Haier 628 L Frost Free Triple Door Inverter Technology Star Refrigerator,"₹90,599","90,599",N/A,#VALUE!,#VALUE!,INVERTERBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor and Fan from Haier,38% off
Voltas Beko by A Tata Product 200 L Direct Cool Single Door 4 Star Refrigerator,"₹22,100","22,100","1,645 Ratings & 132 Reviews","1,645",�132 ,Reciprocating CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty and 10 Years Compressor Warranty :,16% off
Haier 240 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹26,900","26,900",N/A,#VALUE!,#VALUE!,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor,29% off
Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator,"₹18,409","18,409",N/A,#VALUE!,#VALUE!,NORMAL COMPRESSORBuilt-in Stabilizer1 YEAR,13% off
Godrej 180 L Direct Cool Single Door 3 Star Refrigerator,"₹16,399","16,399",N/A,#VALUE!,#VALUE!,ReciprocatingBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,25% off
Godrej 185 L Direct Cool Single Door 3 Star Refrigerator,"₹15,700","15,700",N/A,#VALUE!,#VALUE!,ReciprocatingBuilt-in Stabilizer1 Year Comprehensive Warranty and 10 Years Compressor Warranty from Godrej,28% off
Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,"₹14,790","14,790",41 Ratings & 1 Reviews,41,�1 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on the Compressor,25% off
Voltas Beko by A Tata Product 185 L Direct Cool Single Door 3 Star Refrigerator,"₹23,190","23,190",N/A,#VALUE!,#VALUE!,Reciprocating CompressorBuilt-in Stabilizer2 year comprehensive + additional 08 year on compressor,8% off
Godrej 180 L Direct Cool Single Door 2 Star Refrigerator,"₹17,500","17,500","2,800 Ratings & 163 Reviews","2,800",�163 ,Fixed speed compressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,N/A
Whirlpool 235 l Frost Free Double Door 3 Star Refrigerator,"₹25,990","25,990",905 Ratings & 60 Reviews,905,�60 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,28% off
Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,"₹30,990","30,990",103 Ratings & 20 Reviews,103,�20 ,Pro Smart Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor,28% off
Haier 325 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹38,300","38,300",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor,33% off
SAMSUNG 215 L Direct Cool Single Door 4 Star Refrigerator,"₹21,220","21,220",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,21% off
Whirlpool 231 L Frost Free Double Door 2 Star Refrigerator,"₹30,500","30,500","5,154 Ratings & 471 Reviews","5,154",�471 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor,6% off
Godrej 200 L Direct Cool Single Door 3 Star Refrigerator,"₹17,559","17,559",N/A,#VALUE!,#VALUE!,"Inverter10 Years Compressor Warranty, 1 Year Comprehensive Warranty",17% off
BOSCH 243 L Frost Free Double Door Top Mount 3 Star Refrigerator,"₹29,490","29,490",N/A,#VALUE!,#VALUE!,InverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor,25% off
BOSCH 263 L Frost Free Double Door Top Mount 4 Star Refrigerator,"₹37,490","37,490",5 Ratings & 0 Reviews,5,�0 ,VarioInverterBuilt-in Stabilizer1 Year on Product,10% off
LG 201 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹19,890","19,890",535 Ratings & 58 Reviews,535,�58 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,23% off
BOSCH 263 L Frost Free Double Door Top Mount 3 Star Refrigerator,"₹31,790","31,790",4 Ratings & 1 Reviews,4,�1 ,VarioInverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor,24% off
Whirlpool 265 L Frost Free Double Door 3 Star Convertible Refrigerator,"₹35,999","35,999","12,631 Ratings & 1,395 Reviews","12,631","�1,395 ",Digital InverterBuilt-in Stabilizer1 Year Warranty on Unit and 10 Years Warranty on Compressor from Whirlpool,N/A
Whirlpool 236 L Direct Cool Single Door 5 Star Refrigerator  with Auto Defrost,"₹22,190","22,190",105 Ratings & 6 Reviews,105,�6 ,"Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product, 9 Years Warranty on Compressor",23% off
Voltas Beko by A Tata Product 245 L Direct Cool Single Door 3 Star Refrigerator,"₹29,999","29,999","1,645 Ratings & 132 Reviews","1,645",�132 ,Reciprocating CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and Additional 10 Years Warranty on Compressor,N/A
Whirlpool 236 L Direct Cool Single Door 4 Star Refrigerator,"₹23,999","23,999",3 Ratings & 1 Reviews,3,�1 ,Inverter1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor,N/A
Haier 220 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹18,990","18,990",29 Ratings & 2 Reviews,29,�2 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,33% off
Godrej 180 L Direct Cool Single Door 2 Star Refrigerator,"₹14,900","14,900",N/A,#VALUE!,#VALUE!,Fixed Speed Compressor1 Year full warranty on fridge and 10 Years on compressor,23% off
Haier 190 L Direct Cool Single Door 5 Star Refrigerator,"₹17,490","17,490",N/A,#VALUE!,#VALUE!,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor,27% off
SAMSUNG 189 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digi-Touch Cool Digit...,"₹25,999","25,999","2,954 Ratings & 317 Reviews","2,954",�317 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",N/A
SAMSUNG 265 L Frost Free Double Door 3 Star Convertible Refrigerator,"₹49,999","49,999","2,129 Ratings & 152 Reviews","2,129",�152 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",N/A
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,"₹20,999","20,999","8,876 Ratings & 998 Reviews","8,876",�998 ,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,N/A
Kelvinator 190 L Direct Cool Single Door 2 Star Refrigerator,"₹16,999","16,999",N/A,#VALUE!,#VALUE!,Reciprocating CompressorBuilt-in Stabilizer1 Year Manufacturer Warranty,25% off
Kelvinator 187 L Direct Cool Single Door 2 Star Refrigerator,"₹15,399","15,399",N/A,#VALUE!,#VALUE!,Normal1 Year on Product and 10 Years on Compressor,24% off
Haier 185 L Direct Cool Single Door 2 Star Refrigerator  with DEFT TechnologyLarge Vegetable Box,"₹11,990","11,990","6,941 Ratings & 490 Reviews","6,941",�490 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,29% off
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,"₹24,599","24,599",118 Ratings & 10 Reviews,118,�10 ,Reciprocating Compressor1 Year on Product and 10 Years on the Compressor,24% off
Godrej 233 L Frost Free Double Door 2 Star Refrigerator,"₹21,490","21,490",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty and 10 Years on Compressor from Godrej,6% off
Haier 598 L Frost Free Side by Side Convertible Refrigerator  with 83% Convertible Fridge SpaceDigital...,"₹93,990","93,990","1,525 Ratings & 162 Reviews","1,525",�162 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,36% off
SAMSUNG 700 L Frost Free Side by Side Refrigerator,"₹81,990","81,990","1,087 Ratings & 107 Reviews","1,087",�107 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",8% off
SAMSUNG 385 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹44,990","44,990",6 Ratings & 0 Reviews,6,�0 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,30% off
LG 594 L Frost Free Side by Side Refrigerator  with Four Door,"₹91,990","91,990",37 Ratings & 6 Reviews,37,�6 ,Inverter Linear Compressor1 Year on Product and 10 Years on Compressor From LG,40% off
SAMSUNG 183 L Direct Cool Single Door 3 Star Refrigerator,"₹17,490","17,490",19 Ratings & 2 Reviews,19,�2 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,20% off
LG 343 L Frost Free Double Door 2 Star Convertible Refrigerator  with Smart Inverter With Multi Air Fl...,"₹36,990","36,990","1,372 Ratings & 139 Reviews","1,372",�139 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,26% off
Panasonic 304 L Frost Free Double Door 3 Star Convertible Refrigerator,"₹34,490","34,490",465 Ratings & 65 Reviews,465,�65 ,"Inverter CompressorBuilt-in Stabilizer1 year on Product, 10 years on Compressor",38% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹16,399","16,399",7 Ratings & 1 Reviews,7,�1 ,InverterBuilt-in Stabilizer1 Years Manufacturer Warranty,26% off
Lloyd by Havells 240 L Frost Free Double Door 3 Star Refrigerator,"₹24,990","24,990",31 Ratings & 4 Reviews,31,�4 ,Fixed SpeedBuilt-in Stabilizer1 Year Warranty on product and 9 year warranty on Compressor,38% off
LG 668 L Frost Free Side by Side Refrigerator  with Instaview and Smart ThinQ(WiFi Enabled),"₹1,59,990","1,59,990",13 Ratings & 1 Reviews,13,�1 ,Inverter Linear Compressor1 Year Warranty on product and 10 Years Warranty on compressor from LG,15% off
