title,price,geyser_price,rating,geyser_rating,geyser_reviews,description,discount
"BAJAJ 5 L Gas Water Geyser (MAJESTY DUETTO ECO, White)","₹5,495","5,495","3,356 Ratings & 354 Reviews","3,356",�354 ,Gas Geyser5 L2 Year Manufacturer Warranty,31% off
"Stardom 25 L Storage Water Geyser (Vision DLX, White, Grey)","₹3,289","3,289",95 Ratings & 38 Reviews,95,�38 ,Storage Geyser25 L1 year manufacture warranty on geyser and 30 Month on inner tank,52% off
"CSI INTERNATIONAL 1 L Instant Water Geyser (1 L Instant Water Geyser (Instant Water Geyser, Water Heat...","₹1,098","1,098",199 Ratings & 6 Reviews,199,�6 ,Instant Geyser1 L1 year,63% off
"Hindware Smart Appliances 25 L Storage Water Geyser (Xceed, White)","₹5,699","5,699",892 Ratings & 57 Reviews,892,�57 ,"Storage Geyser25 L2 Years Overall, 2 Years on Heating Element, 5 Years on Tank",52% off
"HAVELLS 6 L Storage Water Geyser (Instanio Prime, white -Blue)","₹7,995","7,995","1,363 Ratings & 152 Reviews","1,363",�152 ,"Storage Geyser6 L5 year warranty on Inner Container, 2 year comprehensive Warranty",33% off
"HAVELLS 15 L Storage Water Geyser (Otto, 5-Star, Silver Grey)","₹11,910","11,910",10 Ratings & 2 Reviews,10,�2 ,"Storage Geyser15 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",39% off
"ACTIVA 1 L Instant Water Geyser (PREMIUM, White)","₹1,499","1,499",128 Ratings & 44 Reviews,128,�44 ,"Instant Geyser1 L5 Year Warranty On Inner Tank, 1 Year On Components",49% off
"DIGISMART 3 L Instant Water Geyser (3 KVA Special Anti Rust Coated 0.7 MM SS Tank, Full Abs Body 5 Yea...","₹1,699","1,699",583 Ratings & 217 Reviews,583,�217 ,"Instant Geyser3 L5 Year Warranty On Inner Tank, 1 Year On Components",55% off
"Longway 6 L Storage Water Geyser (Superb, Ivory)","₹2,599","2,599","12,424 Ratings & 5,453 Reviews","12,424","�5,453 ",Storage Geyser6 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,57% off
"Sansui 25 L Storage Water Geyser with LED Light (AquaBoost-25L, White)","₹6,499","6,499",576 Ratings & 47 Reviews,576,�47 ,Storage Geyser25 L2 Years Warranty,59% off
"RR 15 L Storage Water Geyser (Supremo 15L, White)","₹5,099","5,099",40 Ratings & 2 Reviews,40,�2 ,"Storage Geyser15 L2 Year on Product, 3 Year on Heating Element, 5 Year on Tank",59% off
"Crompton 3 L Instant Water Geyser (CROMPTON 3 L Instant Water Geyser, White)","₹2,599","2,599","2,135 Ratings & 278 Reviews","2,135",�278 ,Instant Geyser3 L2 Years Brand Warranty,38% off
"ACTIVA 6 L Instant Water Geyser (6 LTR, IVORY)","₹2,499","2,499",333 Ratings & 140 Reviews,333,�140 ,"Instant Geyser6 L5 Year Warranty On Inner Tank, 1 Year On Components",49% off
"Candes 3 L Instant Water Geyser (Insto, White)","₹2,669","2,669","19,847 Ratings & 2,646 Reviews","19,847","�2,646 ","Instant Geyser3 L1 Year Warranty on Components & 4 Years Warranty on Inner Container  including On-Site & Off-Site, Domestic & International Warranty",36% off
"BAJAJ 15 L Storage Water Geyser (Majesty PC Deluxe, Multicolor)","₹8,675","8,675","1,726 Ratings & 149 Reviews","1,726",�149 ,Storage Geyser15 L2 years on product,9% off
"Sansui 25 L Storage Water Geyser (AquaHot, White)","₹5,499","5,499",576 Ratings & 47 Reviews,576,�47 ,Storage Geyser25 L2 Years Warranty,45% off
"ACTIVA 25 L Storage Water Geyser (HOTLINE 5 STAR, IVORY)","₹3,799","3,799","6,170 Ratings & 2,294 Reviews","6,170","�2,294 ","Storage Geyser25 L5 Year Warranty On Inner Tank, 1 Year On Components",45% off
"BAJAJ 3 L Instant Water Geyser (Flora 3 L 3KW 150704, White)","₹3,357","3,357",727 Ratings & 71 Reviews,727,�71 ,Instant Geyser3 L2 Year Manufacturer Warranty,36% off
"Blowhot 6 L Gas Water Geyser (Auto CUT-OFF LPG Gas Water Heater Geyser, ISI Marked, Low Power Consumpt...","₹5,990","5,990",513 Ratings & 59 Reviews,513,�59 ,Gas Geyser6 L2 Years Warranty On Heat Exchange And 1 Year General Warranty,20% off
"AO Smith 10 L Storage Water Geyser (SGS-GREEN SERIES/SGS-GREEN-010, White)","₹8,999","8,999","1,830 Ratings & 210 Reviews","1,830",�210 ,"Storage Geyser10 L7 Years Warranty on Tank, 4 Years Extended Warranty and 2 Years Comprehensive Warranty",25% off
"ACTIVA 3 L Instant Water Geyser (ACT_PREM_WHITE, White)","₹1,699","1,699","5,816 Ratings & 1,907 Reviews","5,816","�1,907 ","Instant Geyser3 L3 Year Warranty On Inner Tank, 1 Year On Components",55% off
"Orient Electric 3 L Instant Water Geyser (Onsen, Beige)","₹2,399","2,399","2,863 Ratings & 321 Reviews","2,863",�321 ,"Instant Geyser3 L2 Years Domestic Warranty on Product, 2 Years on Heating Element and 5 Years on Inner Tank",44% off
"Venus 25 L Storage Water Geyser (MEGA PLUS, IVORY)","₹7,040","7,040","3,652 Ratings & 395 Reviews","3,652",�395 ,Storage Geyser25 L5 years manufacturer warranty,37% off
"Hindware Smart Appliances 5 L Instant Water Geyser (Atlantic Xceed 5L 3Kw Instant Water Heater, White)","₹2,899","2,899",892 Ratings & 57 Reviews,892,�57 ,"Instant Geyser5 L2 Years Overall, 2 Years on Heating Element, 5 Years on Tank",60% off
"V-Guard 10 L Storage Water Geyser (SIETA PLUS, White, Copper)","₹6,665","6,665",7 Ratings & 0 Reviews,7,�0 ,Storage Geyser10 LReplacement warranty 7 years for inner tank & 3 years for heating element,39% off
"Polycab 15 L Storage Water Geyser (Celestia 5 Star | Glasslined Coated Tank | Free Installation, White...","₹5,999","5,999",31 Ratings & 14 Reviews,31,�14 ,Storage Geyser15 L2 Year Warranty,46% off
"Capital 1 L Instant Water Geyser (Geyser 1 L Instant Water Geyser, Orange)","₹1,199","1,199","5,469 Ratings & 605 Reviews","5,469",�605 ,Instant Geyser1 Lna,40% off
"MinMAX 25 L Storage Water Geyser (VICTOR 5 STAR, RICH IVORY)","₹3,739","3,739",43 Ratings & 13 Reviews,43,�13 ,Storage Geyser25 L60 months warranty on Inner Tank 12 Months warranty on Components  + 3Months extended warranty to get it registered you have register it with brand within 15 day (coustomer care +91 9625151748),62% off
"V-Guard 3 L Instant Water Geyser (iris, Ivory)","₹2,999","2,999",215 Ratings & 29 Reviews,215,�29 ,Instant Geyser3 L1 Year V-Guard Company Domestic Warranty,41% off
"HAVELLS 25 L Storage Water Geyser (Monza Slim HL, White)","₹10,970","10,970",37 Ratings & 1 Reviews,37,�1 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",31% off
"BAJAJ 3 L Instant Water Geyser (Ivora 3L, White)","₹3,299","3,299","27,198 Ratings & 2,109 Reviews","27,198","�2,109 ","Instant Geyser3 LTank-5 Years,Heating Element-2 Years,Product-1 Years",37% off
"BAJAJ 25 L Storage Water Geyser (Shield Series Popular Plus 25L, White & Grey)","₹6,799","6,799","44,302 Ratings & 3,308 Reviews","44,302","�3,308 ","Storage Geyser25 L10 years warranty on tank, 6 years warranty on element and 4 years warranty on product",50% off
Symphony 15 L Storage Water Geyser Hair Fall Control Geyser | PUROPOD: 9-Layer Advanced Water Filtrati...,"₹16,141","16,141",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L7 Years Warranty on Tank, 3 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty",28% off
"Orient Electric 15 L Storage Water Geyser (Aquabliss Plus 15L Storage, White)","₹5,299","5,299",N/A,#VALUE!,#VALUE!,Storage Geyser15 LNA,39% off
"CG 6 L Storage Water Geyser (CG Magnamix 6L, White)","₹4,269","4,269",316 Ratings & 38 Reviews,316,�38 ,Storage Geyser6 L5 Year Inner Tank Warranty 2 Year Product Warranty,55% off
"V-Guard 25 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine 25 Litre, 5 Star,...","₹9,499","9,499","1,060 Ratings & 149 Reviews","1,060",�149 ,"Storage Geyser25 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",34% off
"Candes 15 L Storage Water Geyser (15GRACIA, Ivory)","₹3,849","3,849",410 Ratings & 68 Reviews,410,�68 ,"Storage Geyser15 L1 Year Warranty on Components & 4 Years Warranty on Inner Container  including On-Site & Off-Site, Domestic & International Warranty",56% off
"Crompton 25 L Storage Water Geyser (ASWH-4425 (AMICA CLASSIC ) PACK OF 1, White)","₹6,049","6,049",N/A,#VALUE!,#VALUE!,"Storage Geyser25 LTank 5 Years, Heating Element 2 Years, On Product 2 Years",47% off
"V-Guard 25 L Storage Water Geyser (Matteo 3kw 25 Litre, 5 Star, White)","₹7,749","7,749","6,376 Ratings & 593 Reviews","6,376",�593 ,Storage Geyser25 LMatteo 3kW 25L comes with a 2-year offsite domestic warranty for manufacturing defects.  The Heating Element has a warranty of 2 years & the Inner Tank has a warranty of 5 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,37% off
ACTIVA 10 L Instant Water Geyser (Executive Instant 3 KVA 5 Star Full ABS Body Shock Proof HD ISI Elem...,"₹3,299","3,299",966 Ratings & 357 Reviews,966,�357 ,Instant Geyser10 L2 YEAR ON INNER TANK 1 YEAR ON COMPONENT,39% off
"V-Guard 15 L Storage Water Geyser (Calino 15L, White)","₹9,549","9,549","1,526 Ratings & 182 Reviews","1,526",�182 ,Storage Geyser15 LCalino 15L comes with a 2-year offsite domestic warranty for manufacturing defects.  The Heating Element has a warranty of 3 years & the Inner Tank has a warranty of 7 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,35% off
"Kenstar 3 L Instant Water Geyser (JACUZZI NEO 3L, White)","₹2,099","2,099","3,298 Ratings & 308 Reviews","3,298",�308 ,"Instant Geyser3 L5 Years on Tank, 2 Years on Heating Element, 2 Years on Product",64% off
"AO Smith 6 L Storage Water Geyser (SGS-GREEN-006, White)","₹6,999","6,999","1,830 Ratings & 210 Reviews","1,830",�210 ,"Storage Geyser6 L7 Years Warranty on Tank, 4 Years Extended Warranty and 2 Years Comprehensive Warranty",32% off
"Kenstar 10 L Storage Water Geyser (Marvel 10 L, White & Black)","₹6,499","6,499",85 Ratings & 11 Reviews,85,�11 ,Storage Geyser10 L2 Year warranty on Product and 5 years warranty on Tank,56% off
"USHA 10 L Storage Water Geyser (Aquerra, White, Black)","₹6,799","6,799",318 Ratings & 24 Reviews,318,�24 ,"Storage Geyser10 L2 Years on Product, 3 Years on Heating Element and 8 Years on Tank",38% off
"Hindware Smart Appliances 25 L Storage Water Geyser (Elicio, White)","₹6,499","6,499","11,874 Ratings & 1,168 Reviews","11,874","�1,168 ","Storage Geyser25 L2 Years Compehensive, 3 Years on Heating Element, 7 Years on Tank",40% off
"SURYA 6.5 L Gas Water Geyser (6L-Elite-2020, White)","₹5,229","5,229",46 Ratings & 8 Reviews,46,�8 ,Gas Geyser6.5 L1 Year warranty other than Breakage,34% off
"Capital 1 L Instant Water Geyser (Geyser 1 L Instant Water Geyser, Orange)","₹1,099","1,099","5,469 Ratings & 605 Reviews","5,469",�605 ,Instant Geyser1 Lna,63% off
"Rishikaenterprises 1 L Instant Water Geyser (Tab instant portable water heater/geyser, WHITE/BLACK)","₹1,904","1,904",17 Ratings & 1 Reviews,17,�1 ,Instant Geyser1 L0,36% off
"Indo 3 L Instant Water Geyser (3 Ltr Instant Water Heater, White)","₹2,199","2,199",3 Ratings & 0 Reviews,3,�0 ,Instant Geyser3 L2 Years On product and 5 Years Warranty on Inner Tank,40% off
ACTIVA 15 L Storage Water Geyser (5 Star GLASSLINED Geyser 2 KVA Special Anti Rust Coating Body Temper...,"₹4,199","4,199",657 Ratings & 304 Reviews,657,�304 ,Storage Geyser15 L2,47% off
"Venus 5 L Instant Water Geyser (Tefra 5T30, White)","₹3,298","3,298",76 Ratings & 3 Reviews,76,�3 ,Instant Geyser5 L5 years on tank and 2 years on product and 2 years on heating element,52% off
"Venus 10 L Storage Water Geyser (Mega Plus 10EV, White)","₹5,792","5,792",438 Ratings & 50 Reviews,438,�50 ,"Storage Geyser10 L2 Years Product, 2 Years Element, 5 Years Tank",37% off
"Longway 35 L Storage Water Geyser (Superb, Ivory)","₹4,199","4,199","12,424 Ratings & 5,453 Reviews","12,424","�5,453 ",Storage Geyser35 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,54% off
"AO Smith 15 L Storage Water Geyser (VAS-NEO-015, White)","₹6,499","6,499","10,683 Ratings & 962 Reviews","10,683",�962 ,"Storage Geyser15 LComprehensive-2 Years, Tank-5 Years",50% off
"Hindware Smart Appliances 10 L Storage Water Geyser (Xceed Digi, White)","₹4,999","4,999","15,884 Ratings & 1,628 Reviews","15,884","�1,628 ","Storage Geyser10 L2 Years Comprehensive, 3 Years on Heating Element, 7 Years on Tank",61% off
"Crompton 15 L Storage Water Geyser (Solarium Care 15 L With Customised Bath Modes, White, Grey)","₹8,499","8,499",101 Ratings & 8 Reviews,101,�8 ,"Storage Geyser15 L7 Years Inner Tank, 3 Years Element, 2 Years Product",37% off
"ACTIVA 15 L Storage Water Geyser (Aurona, WHITE AND GRAY)","₹3,499","3,499",599 Ratings & 269 Reviews,599,�269 ,"Storage Geyser15 L5 Year Warranty On Inner Tank, 1 Year On Components",36% off
"DIGISMART 1 L Instant Water Geyser (3 KVA Instant geyser Anti Rust Coated Tank Geyser,5 Year Warranty ...","₹1,399","1,399",227 Ratings & 85 Reviews,227,�85 ,Instant Geyser1 L1 Year Manufacturer Warranty,53% off
"GESTOR 25 L Storage Water Geyser (STROM PLUS, Grey)","₹3,790","3,790",842 Ratings & 325 Reviews,842,�325 ,Storage Geyser25 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,44% off
"Stardom 15 L Storage Water Geyser (Super Delux, White)","₹3,095","3,095",14 Ratings & 8 Reviews,14,�8 ,Storage Geyser15 L1 year manufacture warranty on geyser and 30 Months on inner tank,48% off
"Crompton 3 L Instant Water Geyser (Rapid jet, White)","₹2,549","2,549",994 Ratings & 98 Reviews,994,�98 ,Instant Geyser3 LNA,42% off
"Crompton 15 L Storage Water Geyser (ASWH-4415 (AMICA CLASSIC ), White)","₹5,549","5,549","1,649 Ratings & 110 Reviews","1,649",�110 ,"Storage Geyser15 LTank 5 Years, Heating Element 2 Years, On Product 2 Years",41% off
"HAVELLS 15 L Storage Water Geyser with Flexi Pipe and Free Installation (Troica, Ivory-Brown, White Gr...","₹7,680","7,680",159 Ratings & 14 Reviews,159,�14 ,"Storage Geyser15 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",37% off
"GESTOR 15 L Storage Water Geyser (STORM PLUS, Grey)","₹3,590","3,590",842 Ratings & 325 Reviews,842,�325 ,Storage Geyser15 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,43% off
"AO Smith 25 L Storage Water Geyser (HSE-SHS-025, White)","₹7,699","7,699","1,391 Ratings & 93 Reviews","1,391",�93 ,"Storage Geyser25 L5 Years Warranty on Tank, 2 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty",46% off
"HAVELLS 25 L Storage Water Geyser (Otto, Grey)","₹12,850","12,850",44 Ratings & 5 Reviews,44,�5 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",40% off
"BAJAJ 5 L Instant Water Geyser (BAJAJ SHEILD SERIES VERRE PLUS IWH, White, Grey)","₹4,299","4,299",N/A,#VALUE!,#VALUE!,"Instant Geyser5 LPRODUCT :-2YEARS, HEATING ELEMENT:- 3 YEARS, INNER TANK :- 5 YEARS",53% off
"Venus 25 L Storage Water Geyser (Audra 25AV, Ivory)","₹7,714","7,714",481 Ratings & 43 Reviews,481,�43 ,"Storage Geyser25 LGuarantee -7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product",32% off
"CG 3 L Instant Water Geyser (CG VISPA 3L, White)","₹2,199","2,199",198 Ratings & 39 Reviews,198,�39 ,"Instant Geyser3 L5 Year Inner Warranty, 2 Year Product Warranty",51% off
"Crompton 3 L Instant Water Geyser (Solarium Vogue Instant, White)","₹3,569","3,569",628 Ratings & 58 Reviews,628,�58 ,"Instant Geyser3 LTank: 5 years, Heating Element: 2 years, Product: 2 years",36% off
"ACTIVA 6 L Instant Water Geyser (Executive_6 ltr_Activa, Maroon)","₹2,999","2,999",966 Ratings & 357 Reviews,966,�357 ,"Instant Geyser6 L5 Year Warranty On Inner Tank, 1 Year On Components",36% off
"BAJAJ 6 L Gas Water Geyser (MAJESTY DUETTO, White)","₹6,299","6,299","3,356 Ratings & 354 Reviews","3,356",�354 ,Gas Geyser6 LNa,17% off
"Crompton 10 L Storage Water Geyser (classic 10 l crompton, White)","₹5,549","5,549",10 Ratings & 0 Reviews,10,�0 ,"Storage Geyser10 LTank: 5 years, Heating Element: 2 years, Product: 2 years",26% off
"V-Guard 25 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine 3kW 25 Litre, 5 S...","₹10,399","10,399","1,060 Ratings & 149 Reviews","1,060",�149 ,"Storage Geyser25 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",40% off
"Longway 35 L Storage Water Geyser (Hot Plus, Ivory)","₹4,399","4,399","2,148 Ratings & 931 Reviews","2,148",�931 ,Storage Geyser35 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,54% off
"Sansui 5 L Instant Water Geyser (Azure, Cobalt Blue)","₹2,599","2,599","14,472 Ratings & 1,791 Reviews","14,472","�1,791 ","Instant Geyser5 L2 Years Warranty on Product, 3 Years Warranty on Heating Element and 5 Years Warranty on Tank",56% off
"ACTIVA 25 L Storage Water Geyser (ACT_25_LTR, IVORY)","₹3,799","3,799","1,009 Ratings & 501 Reviews","1,009",�501 ,Storage Geyser25 L2 YEAR ON INNER TANK 1 YEAR ON COMPONENT WARRANTY.,49% off
"CG 15 L Storage Water Geyser (CG Magnamix 15L, White)","₹5,499","5,499",316 Ratings & 38 Reviews,316,�38 ,Storage Geyser15 L5 Year Inner Tank Warranty 2 Year Product Warranty,52% off
"Crompton 25 L Storage Water Geyser (Solarium Qube, White, Black)","₹10,849","10,849",977 Ratings & 85 Reviews,977,�85 ,"Storage Geyser25 L7 years in tank, 2 years on element and 2 years on product.",19% off
"HAVELLS 25 L Storage Water Geyser (otto, Grey)","₹13,499","13,499",6 Ratings & 0 Reviews,6,�0 ,Storage Geyser25 LTank Warranty-7 year Body and electrical components Warranty-2 Year Heating element Warranty-4 Year,33% off
"Venus 3 L Instant Water Geyser (Lava 3L30, Ivory)","₹4,937","4,937",138 Ratings & 17 Reviews,138,�17 ,Instant Geyser3 L10 years- tank & 2 Years-Product & Heating Element,27% off
"Venus 3 L Instant Water Geyser (Venus Hunt 3H30, Ivory)","₹2,486","2,486",54 Ratings & 3 Reviews,54,�3 ,"Instant Geyser3 L5 years on inner tank, 2 years on heating element and 2 years on product",53% off
"Crompton 3 L Instant Water Geyser (RAPITSUPER, White)","₹2,599","2,599",159 Ratings & 7 Reviews,159,�7 ,"Instant Geyser3 LTank: 5 years, Heating Element: 2 years, Product: 2 years",43% off
Symphony 15 L Storage Water Geyser Hair Fall Control Geyser | PUROPOD: 9-Layer Advanced Water Filtrati...,"₹16,141","16,141",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L7 Years Warranty on Tank, 3 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty",28% off
"ACTIVA 3 L Instant Water Geyser (Hotmak, Ivory)","₹1,799","1,799",790 Ratings & 258 Reviews,790,�258 ,"Instant Geyser3 L5 Year Warranty On Inner Tank, 1 Year On Components",52% off
"Racold 6 L Instant Water Geyser (Altro i+DN 6ltr With Free Standard Installation & Pipes, White)","₹6,798","6,798",33 Ratings & 4 Reviews,33,�4 ,Instant Geyser6 L5 Years on Tank ; 2 Years on Product; 2 Years on Heating Element,40% off
"BAJAJ 25 L Storage Water Geyser Suitable for large wall spaces (Popular Plus 25 L, White)","₹6,699","6,699","44,302 Ratings & 3,308 Reviews","44,302","�3,308 ","Storage Geyser25 LTank-5 Years,Heating Element-2 Years,Product-1 Years",27% off
"V-Guard 25 L Storage Water Geyser (Iris Pro 25 L, White, Black)","₹8,699","8,699","1,220 Ratings & 167 Reviews","1,220",�167 ,"Storage Geyser25 L2 Year on Product, 3 Year on Heating Element, 7 Year on Inner Tank",50% off
"Orient Electric 10 L Storage Water Geyser (Cronos Smart 10L, White)","₹5,799","5,799",114 Ratings & 8 Reviews,114,�8 ,"Storage Geyser10 L5 Years Warranty on Tank, 2 Years Warranty on Heating Element & 2 Years Warranty on Product",55% off
"Crompton 15 L Storage Water Geyser (Juno, White, Green)","₹7,699","7,699","10,019 Ratings & 940 Reviews","10,019",�940 ,"Storage Geyser15 LTank: 5 years, Heating Element: 2 years, Product: 2 years",19% off
"BAJAJ 15 L Storage Water Geyser (New Shakti Neo, White, Black)","₹6,339","6,339",584 Ratings & 40 Reviews,584,�40 ,Storage Geyser15 L2 Year Manufacturer Warranty,51% off
"SURYA 5 L Instant Water Geyser (SPEEDY, White)","₹3,899","3,899",N/A,#VALUE!,#VALUE!,"Instant Geyser5 L6 year warranty on inner tank,2 Year on Electrical Components,3 Year heating element",41% off
"HAVELLS 3 L Instant Water Geyser (INSTANIO 3 L 4.5 KW, White)","₹4,149","4,149","8,067 Ratings & 882 Reviews","8,067",�882 ,"Instant Geyser3 L5 year warranty on Inner Container, 2 year comprehensive Warranty",17% off
"Crompton 25 L Storage Water Geyser (Regera 25 L With Glasslined Technology & Free Installation, Black,...","₹7,349","7,349","13,062 Ratings & 1,414 Reviews","13,062","�1,414 ","Storage Geyser25 LTank: 7 years, Heating Element: 2 years, Product: 2 years",42% off
"V-Guard 15 L Storage Water Geyser with Free Installation & Flexi Pipes (Victo HL 15 Litre, White)","₹8,299","8,299",106 Ratings & 6 Reviews,106,�6 ,"Storage Geyser15 L2 Year (Product), 3 Year (Heating Element) & 7 Year (Inner Tank)",33% off
"HAVELLS 10 L Storage Water Geyser (Otto, 5-Star, Silver Grey)","₹10,020","10,020",14 Ratings & 3 Reviews,14,�3 ,"Storage Geyser10 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",43% off
V-Guard 10 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine Plus 10 Litre wit...,"₹8,549","8,549",242 Ratings & 29 Reviews,242,�29 ,"Storage Geyser10 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",32% off
"Kenstar 5.9 L Instant Water Geyser (Radix 5.9 L, White & Green)","₹2,999","2,999","3,298 Ratings & 308 Reviews","3,298",�308 ,"Instant Geyser5.9 L5 Years on Tank, 2 Years on Heating Element, 2 Years on Product",64% off
V-Guard 10 L Storage Water Geyser with Free Installation & Flexi Pipes (Victo Plus 10 Litre with Safe ...,"₹7,199","7,199","1,220 Ratings & 167 Reviews","1,220",�167 ,Storage Geyser10 LHeating Element -36 months Inner Tank - 84 month,25% off
"USHA 25 L Storage Water Geyser (Misty 25L, Ivory Gold)","₹6,640","6,640","1,737 Ratings & 240 Reviews","1,737",�240 ,"Storage Geyser25 L3 years on element, 7 years on Water tank",26% off
"AO Smith 25 L Storage Water Geyser (SGS-GREEN-025, White)","₹14,599","14,599","1,830 Ratings & 210 Reviews","1,830",�210 ,"Storage Geyser25 L7 Years Warranty on Tank, 2+2 years warranty on Heating Element & 2 years comprehensive warranty on the Product.",15% off
"voltas 15 L Storage Water Geyser (Magna 15L, White)","₹7,199","7,199",75 Ratings & 4 Reviews,75,�4 ,"Storage Geyser15 L7 Years Warranty on Tank , 3 Years Warranty on Heating Element and 2 Years Warranty on Product",57% off
"HAVELLS 100 L Storage Water Geyser (Monza NU 100L, White)","₹34,999","34,999","1,149 Ratings & 140 Reviews","1,149",�140 ,Storage Geyser100 L7 year warranty on inner container; 4 year warranty on heating element ; 2 year comprehensive Warranty,21% off
"Racold 5 L Instant Water Geyser (PRONTO NEO, White)","₹4,499","4,499",35 Ratings & 1 Reviews,35,�1 ,Instant Geyser5 L5 YEARS WARRANTY ON INNER TANK || 2 YEARS waRRANTY ON ELEMENT || 2 YEARS oN PRODUCT,52% off
"Stardom 10 L Storage Water Geyser (HOTMAT SERIES WITH INLET OUTLET PIPE AND ASSEMBLY KIT, White, Grey)","₹2,648","2,648",256 Ratings & 107 Reviews,256,�107 ,Storage Geyser10 L1 year manufacture warranty on geyser and 5 years on inner tank,59% off
"Racold 10 L Storage Water Geyser with Flexi Pipe and Free Installation (OMNIS 10L PRO 2KW, White)","₹8,399","8,399",94 Ratings & 7 Reviews,94,�7 ,"Storage Geyser10 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",47% off
"Crompton 15 L Storage Water Geyser (Solarium CLX 15 Ltr, White)","₹7,789","7,789","1,962 Ratings & 160 Reviews","1,962",�160 ,"Storage Geyser15 LTank: 5 years, Heating Element: 2 years, Product: 2 years",40% off
"BAJAJ 25 L Storage Water Geyser (Majesty PC Deluxe, Multicolor)","₹9,799","9,799","1,726 Ratings & 149 Reviews","1,726",�149 ,Storage Geyser25 LWarranty : 2 years on product,14% off
"Kenstar 25 L Storage Water Geyser (QUANTUM PRO 25 L With Color Changing Indicator & Pipe, White & Blue...","₹6,199","6,199","1,879 Ratings & 184 Reviews","1,879",�184 ,Storage Geyser25 L2 Year warranty on Product and 5 years warranty on Tank,67% off
"Hindware Smart Appliances 10 L Storage Water Geyser (Elicio, White)","₹5,199","5,199","11,874 Ratings & 1,168 Reviews","11,874","�1,168 ","Storage Geyser10 L2 Years Compehensive, 3 Years on Heating Element, 7 Years on Tank",38% off
"Stardom 25 L Storage Water Geyser (HOTMAT SERIES WITH INLET OUTLET PIPE AND ASSEMBLY KIT, White, Grey)","₹3,348","3,348",256 Ratings & 107 Reviews,256,�107 ,Storage Geyser25 L1 year manufacture warranty on geyser and 5 years on inner tank,52% off
"CG 5 L Instant Water Geyser (CG Welspa 5L, White)","₹3,099","3,099",198 Ratings & 39 Reviews,198,�39 ,Instant Geyser5 L5 Year Inner Tank Warranty 2 Year Product Warranty,58% off
"Haier 25 L Storage Water Geyser Shock Proof Voltage Fluctuation Proof (ES25V-EC-ED, White)","₹8,819","8,819",883 Ratings & 103 Reviews,883,�103 ,Storage Geyser25 L4 years on product 7 years on inner tank,18% off
"HAVELLS 50 L Storage Water Geyser (Monza NU, White)","₹16,999","16,999","1,149 Ratings & 140 Reviews","1,149",�140 ,Storage Geyser50 L7 year warranty on inner container Tank ; 4 year warranty on heating element ; 2 year comprehensive Warranty on All Product.,16% off
"Crompton 3 L Instant Water Geyser (AIWH-3LRPIDJT3KW5Y Rapid Jet, White)","₹2,549","2,549",274 Ratings & 28 Reviews,274,�28 ,"Instant Geyser3 LWarranty provided by the manufacrer from the date of purchase: Tank - 5 Years, Heating Element - 2 Years, Product - 2 Years",42% off
"Racold 10 L Storage Water Geyser with Flexi Pipe and Free Installation (Buono Pro 10V 2KW WH, White)","₹5,999","5,999",896 Ratings & 71 Reviews,896,�71 ,"Storage Geyser10 L2 Years on Product, 2 Years on Heating Element and 3 Years on Tank",22% off
"Polycab 25 L Storage Water Geyser (Emerald 25 L Storage Water Geyser, White)","₹6,199","6,199",19 Ratings & 3 Reviews,19,�3 ,Storage Geyser25 L2 years product warranty and 5 years tank warranty,40% off
