title,price,geyser_price,rating,geyser_rating,geyser_reviews,description,discount
"Hindware Smart Appliances 25 L Storage Water Geyser (Immedio Prime 25L, NA)","₹7,499","7,499","9,958 Ratings & 681 Reviews","9,958",�681 ,"Storage Geyser25 L2 Years Comprehensive Warranty on Product, 3 Years Warranty on Heating Element and 5 Years Warranty on Tank",63% off
"Aulten 15 L Storage Water Geyser (Stellar 15, Red)","₹4,417","4,417",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L2 Year Replacement Warranty on Product, 2 Years Warranty on Heating Element, 2 Years Warranty on Tank",50% off
"Racold 25 L Storage Water Geyser (Omnis DG 25 Ltr With Free Installation & Pipes, White, Black)","₹12,499","12,499",326 Ratings & 31 Reviews,326,�31 ,"Storage Geyser25 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",41% off
"Racold 15 L Storage Water Geyser with Flexi Pipe and Free Installation (Buono Pro 15V 2KW WH, White)","₹6,299","6,299",896 Ratings & 71 Reviews,896,�71 ,"Storage Geyser15 L2 Years on Product, 2 Years on Heating Element and 3 Years on Tank",26% off
"AO Smith 15 L Storage Water Geyser (HSE-VAS-X-15, White)","₹6,799","6,799","10,683 Ratings & 962 Reviews","10,683",�962 ,"Storage Geyser15 L7 Years Warranty on Tank, 3 Years Extended Warranty, 2 Years Comprehensive Warranty",18% off
"BAJAJ 10 L Storage Water Geyser (10L New Shakti Neo 150872, White)","₹5,999","5,999","1,042 Ratings & 74 Reviews","1,042",�74 ,Storage Geyser10 L2 Year Manufacturer Warranty,37% off
"Orient Electric 25 L Storage Water Geyser (Cronos+, White)","₹5,199","5,199","20,802 Ratings & 1,502 Reviews","20,802","�1,502 ",Storage Geyser25 L2 Years Domestic Warranty on Product,59% off
"Aulten 15 L Storage Water Geyser (Stellar 15, White)","₹4,417","4,417",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L2 Year Replacement Warranty on Product, 2 Years Warranty on Heating Element, 2 Years Warranty on Tank",50% off
"Midea 25 L Storage Water Geyser (MWH25-20EVN1(IN)W, White)","₹10,690","10,690",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L2 Years Warranty on Product, 4 Years Warranty on Heating Element and 10 Years Warranty on Tank",40% off
"V-Guard 15 L Storage Water Geyser (Iris Pro 15 L, White, Black)","₹7,799","7,799","1,220 Ratings & 167 Reviews","1,220",�167 ,"Storage Geyser15 L2 Year on Product, 3 Year on Heating Element, 7 Year on Inner Tank",49% off
"Crompton 25 L Storage Water Geyser (Solarium Care, White)","₹9,240","9,240",175 Ratings & 8 Reviews,175,�8 ,"Storage Geyser25 L2 Years Warranty on Product, 3 Years Warranty on Heating Element, 7 Years Warranty on Tank",37% off
"Hindware Smart Appliances 15 L Storage Water Geyser (Immedio Neo/ Immedio, N/A)","₹5,000","5,000","9,958 Ratings & 681 Reviews","9,958",�681 ,"Storage Geyser15 L2 Years Comprehensive, 2 Years on Heating Element, 5 Years on Tank",53% off
Racold 15 L Storage Water Geyser (Omnis R 2kW With Children Care Mode & with Free Standard Installatio...,"₹9,685","9,685",5 Ratings & 1 Reviews,5,�1 ,"Storage Geyser15 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",45% off
"Midea 25 L Storage Water Geyser (MWHSA255XKO, White)","₹7,190","7,190",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L2 Years Warranty on Product, 4 Years Warranty on Heating Element and 10 Years Warranty on Tank",44% off
"Racold 15 L Storage Water Geyser with Flexi Pipe and Free Installation (OMNIS 15 DG 2KW B, White | Bla...","₹11,299","11,299",240 Ratings & 21 Reviews,240,�21 ,"Storage Geyser15 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",44% off
"Flipkart SmartBuy 3 L Instant Water Geyser (Instanio 3 Litres, Ivory)","₹2,000","2,000",480 Ratings & 39 Reviews,480,�39 ,Instant Geyser3 LOnsite,49% off
"Longway 25 L Storage Water Geyser (Hot Plus, Ivory)","₹3,999","3,999","2,148 Ratings & 931 Reviews","2,148",�931 ,Storage Geyser25 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,55% off
"Relaxo 15 L Storage Water Geyser (Fiesta Automatic Auto-Cut Off with Free Installation Kit, Ivory)","₹3,149","3,149",555 Ratings & 47 Reviews,555,�47 ,Storage Geyser15 L24 Months  Limited Domestic Warranty,63% off
"V-Guard 25 L Storage Water Geyser (Matteo 25, White)","₹7,449","7,449","14,013 Ratings & 1,315 Reviews","14,013","�1,315 ",Storage Geyser25 LMatteo 25 comes with a 2-year offsite domestic warranty for manufacturing defects.  The Heating Element has a warranty of 3 years & the Inner Tank has a warranty of 5 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,21% off
"AO Smith 10 L Storage Water Geyser (HSE-SHS-010-WHITE, White)","₹6,299","6,299","1,391 Ratings & 93 Reviews","1,391",�93 ,"Storage Geyser10 L5 Years Warranty on Tank, 2 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty",41% off
"Haier 25 L Storage Water Geyser (ES25V-Precis, White)","₹7,990","7,990",83 Ratings & 12 Reviews,83,�12 ,Storage Geyser25 L3 Years Warranty on Product and 7 Years Warranty on Tank,36% off
"Crompton 3 L Instant Water Geyser (Solarium Neo 3 Ltr Instant Geyser, Ivory)","₹2,699","2,699","32,320 Ratings & 2,487 Reviews","32,320","�2,487 ","Instant Geyser3 LTank: 5 years, Heating Element: 2 years, Product: 2 years",41% off
"Longway 25 L Storage Water Geyser (Superb, Gray)","₹3,799","3,799","12,424 Ratings & 5,453 Reviews","12,424","�5,453 ",Storage Geyser25 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,56% off
"V-Guard 3 L Instant Water Geyser (new Model, ivory)","₹3,175","3,175",211 Ratings & 23 Reviews,211,�23 ,Instant Geyser3 L2 Year V-Guard Company Domestic Warranty,40% off
"Indo 25 L Storage Water Geyser (ELANZA, Grey)","₹5,299","5,299",8 Ratings & 0 Reviews,8,�0 ,"Storage Geyser25 L2 Years On product, 3 years on Heating Element and 5 Years Warranty on Inner Tank",46% off
"V-Guard 15 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine 15 Litre, 5 Star,...","₹9,299","9,299","1,060 Ratings & 149 Reviews","1,060",�149 ,"Storage Geyser15 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",27% off
"V-Guard 15 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine 3kW 15 Litre, 5 S...","₹9,499","9,499","1,060 Ratings & 149 Reviews","1,060",�149 ,"Storage Geyser15 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",40% off
"Racold 25 L Storage Water Geyser with Flexi Pipe and Free Installation (Buono Pro 25V 2KW WH, White)","₹6,999","6,999",896 Ratings & 71 Reviews,896,�71 ,"Storage Geyser25 L2 Years on Product, 2 Years on Heating Element and 3 Years on Tank",32% off
"Venus 3 L Instant Water Geyser (Jiffy 3J30, Ivory)","₹3,329","3,329",N/A,#VALUE!,#VALUE!,"Instant Geyser3 LGuarantee -5 Years on Inner Tank, 2 Years on Heating Element & 2 Years on Product",23% off
"Candes 10 L Storage Water Geyser (10LM, Ivory)","₹2,919","2,919","15,021 Ratings & 2,337 Reviews","15,021","�2,337 ","Storage Geyser10 L1 Year Warranty on Components & 4 Years Warranty on Inner Container  including On-Site & Off-Site, Domestic & International Warranty",53% off
"Crompton 15 L Storage Water Geyser (Solarium Care, White)","₹8,425","8,425",175 Ratings & 8 Reviews,175,�8 ,"Storage Geyser15 L2 Years Warranty on Product, 3 Years Warranty on Heating Element, 7 Years Warranty on Tank",37% off
"Crompton 10 L Instant Water Geyser (CromptonClassic2910Ltrs, White)","₹5,549","5,549",57 Ratings & 2 Reviews,57,�2 ,Instant Geyser10 L5 YEARS IN TANK 2 YEARS PRODUCT,26% off
"Racold 15 L Storage Water Geyser (CDR DLX 15L, White)","₹7,597","7,597",5 Ratings & 0 Reviews,5,�0 ,Storage Geyser15 LInner Tank: 5 years Product: 2 years Heating Element: 2 years,36% off
"V-Guard 25 L Storage Water Geyser with Free Installation & Flexi Pipes (Victo DG 25L Litre, 5 Star, Wh...","₹8,299","8,299","2,223 Ratings & 281 Reviews","2,223",�281 ,"Storage Geyser25 L2 Year (Product), 3 Year (Heating Element) & 7 Year (Inner Tank)",33% off
"Hindware Smart Appliances 15 L Storage Water Geyser (Acero neo, White)","₹4,699","4,699","15,884 Ratings & 1,628 Reviews","15,884","�1,628 ",Storage Geyser15 L2 years comprehensive warranty,28% off
"ACTIVA 6 L Instant Water Geyser (Amazon, Ivory)","₹2,499","2,499","4,359 Ratings & 1,594 Reviews","4,359","�1,594 ","Instant Geyser6 L5 Year Warranty On Inner Tank, 1 Year On Components",49% off
"HAVELLS 15 L Storage Water Geyser with Flexi Pipe and Free Installation (Monza EC, White)","₹6,799","6,799","2,368 Ratings & 296 Reviews","2,368",�296 ,"Storage Geyser15 L5 year warranty on Inner Container, 2 year comprehensive Warranty",26% off
"Candes 15 L Storage Water Geyser (Perfecto, White Grey)","₹4,079","4,079","3,038 Ratings & 544 Reviews","3,038",�544 ,"Storage Geyser15 L5 Years Warranty on Inner Container & 1 Year Warranty on Components including On-Site & Off-Site, Domestic & International Warranty",49% off
"V-Guard 10 L Storage Water Geyser (Iris Pro 10 L, White, Black)","₹7,249","7,249","1,220 Ratings & 167 Reviews","1,220",�167 ,"Storage Geyser10 L2 Year on Product, 3 Year on Heating Element, 7 Year on Inner Tank",50% off
"Hindware Smart Appliances 25 L Storage Water Geyser (Acero Neo, White)","₹5,199","5,199","11,874 Ratings & 1,168 Reviews","11,874","�1,168 ",Storage Geyser25 L2 years comprehensive warranty,30% off
"Indo 10 L Storage Water Geyser (ELANZA, Grey)","₹4,084","4,084",4 Ratings & 0 Reviews,4,�0 ,"Storage Geyser10 L2 Years On product, 3 years on Heating Element and 5 Years Warranty on Inner Tank",52% off
"Haier 25 L Storage Water Geyser Bacteria Proof System (ES25v-s1w, White)","₹10,199","10,199",294 Ratings & 34 Reviews,294,�34 ,Storage Geyser25 L4 Years on Product Components and 7 Years on Tank,25% off
"V-Guard 25 L Storage Water Geyser with Free Installation & Flexi Pipes (Victo 25 Litre, 5 Star, White)","₹7,899","7,899","14,013 Ratings & 1,315 Reviews","14,013","�1,315 ","Storage Geyser25 L2 Year (Product), 3 Year (Heating Element) & 5 Year (Inner Tank)",25% off
"HAVELLS 25 L Storage Water Geyser (fabia, White, Blue)","₹9,799","9,799",21 Ratings & 1 Reviews,21,�1 ,Storage Geyser25 LTank Warranty-7 year Body and electrical components Warranty-2 Year Heating element Warranty-4 Year,33% off
"AO Smith 15 L Storage Water Geyser (HSE-SHS-015, White)","₹6,699","6,699","1,391 Ratings & 93 Reviews","1,391",�93 ,"Storage Geyser15 L5 Years Warranty on Tank, 2 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty",48% off
"Venus 10 L Storage Water Geyser (Mega plus 10EV, IVORY)","₹5,792","5,792",496 Ratings & 34 Reviews,496,�34 ,Storage Geyser10 L5 Years on TANK & 2 Years on Heating Element & 2 years on Product,37% off
"V-Guard 6 L Storage Water Geyser (Matteo 6, White)","₹5,799","5,799","14,013 Ratings & 1,315 Reviews","14,013","�1,315 ",Storage Geyser6 LMatteo 6 comes with a 2-year offsite domestic warranty for manufacturing defects. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,17% off
"Indo 15 L Storage Water Geyser (Super Deluxe Storage Water Geyser with Steel Tank, White)","₹4,699","4,699","2,860 Ratings & 352 Reviews","2,860",�352 ,Storage Geyser15 LNA,52% off
"V-Guard 10 L Storage Water Geyser (Matteo 3kW 10 Litre, 5 Star, White)","₹6,599","6,599","6,376 Ratings & 593 Reviews","6,376",�593 ,Storage Geyser10 LMatteo 3kW 10L comes with a 2-year offsite domestic warranty for manufacturing defects.  The Heating Element has a warranty of 2 years & the Inner Tank has a warranty of 5 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,37% off
"ACTIVA 15 L Storage Water Geyser (Heat-Max 15L, White)","₹3,899","3,899",371 Ratings & 145 Reviews,371,�145 ,"Storage Geyser15 L5 Year Warranty On Inner Tank, 1 Year On Components",56% off
"Crompton 3 L Instant Water Geyser (Rapid Jet Heater, White)","₹2,549","2,549",368 Ratings & 22 Reviews,368,�22 ,Instant Geyser3 LBy company as toll Free No. 1800419-0505,42% off
"Hindware 25 L Storage Water Geyser (Xceed Prime, White)","₹7,299","7,299",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L2 Years Comprehensive, 2 Years on Heating Element, 5 Years on Tank",66% off
"Crompton 25 L Storage Water Geyser (Classic 25 Ltr, White)","₹6,549","6,549","10,019 Ratings & 940 Reviews","10,019",�940 ,"Storage Geyser25 LTank: 5 years, Heating Element: 2 years, Product: 2 years",42% off
"HAVELLS 25 L Storage Water Geyser with Flexi Pipe and Free Installation (Bianca, Beige, Brown)","₹13,499","13,499",68 Ratings & 3 Reviews,68,�3 ,"Storage Geyser25 L2 Years Comprehensive Warranty on Product, 7 Years on Inner Container and 4 Years on Heating Element",29% off
"AO Smith 25 L Storage Water Geyser (HSE-VAS-X-025, White)","₹7,999","7,999","10,683 Ratings & 962 Reviews","10,683",�962 ,"Storage Geyser25 L7 Years Warranty on Tank, 3 Years Extended Warranty, 2 Years Comprehensive Warranty",15% off
"V-Guard 15 L Storage Water Geyser (Matteo DG 15 Litre, 5 Star, White)","₹6,799","6,799","6,376 Ratings & 593 Reviews","6,376",�593 ,Storage Geyser15 LMatteo DG 15L comes with a 2-year offsite domestic warranty for manufacturing defects.  The Heating Element has a warranty of 3 years & the Inner Tank has a warranty of 5 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,35% off
"Haier 25 L Storage Water Geyser (ES25V-EC-ED, White)","₹9,800","9,800",83 Ratings & 12 Reviews,83,�12 ,Storage Geyser25 L3 Years on Product Components and 7 Years on Tank,N/A
"Candes 10 L Storage Water Geyser (Perfecto, White Grey)","₹3,469","3,469","3,038 Ratings & 544 Reviews","3,038",�544 ,"Storage Geyser10 L1 Year Warranty on Components & 4 Years Warranty on Inner Container  including On-Site & Off-Site, Domestic & International Warranty",47% off
"ACTIVA 25 L Storage Water Geyser (Heat Max 25 L, White)","₹4,199","4,199",371 Ratings & 145 Reviews,371,�145 ,"Storage Geyser25 L5 Year Warranty On Inner Tank, 1 Year On Components",55% off
"Longway 15 L Storage Water Geyser (Hot Plus, Ivory)","₹3,699","3,699","2,148 Ratings & 931 Reviews","2,148",�931 ,Storage Geyser15 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,53% off
"Hindware Smart Appliances 15 L Storage Water Geyser (Xceed, White)","₹4,899","4,899",892 Ratings & 57 Reviews,892,�57 ,"Storage Geyser15 L2 Years Overall, 2 Years on Heating Element, 5 Years on Tank",54% off
"ACTIVA 15 L Storage Water Geyser (AMAZON 5 STAR GLASSLINE, IVORY)","₹3,599","3,599",496 Ratings & 182 Reviews,496,�182 ,"Storage Geyser15 L5 Year Warranty On Inner Tank, 1 Year On Components",48% off
"Indo 15 L Storage Water Geyser (ELANZA, Grey)","₹4,649","4,649",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L2 Years On product, 3 years on Heating Element and 5 Years Warranty on Inner Tank",49% off
"Kenstar 3 L Instant Water Geyser (RADIX 3 L Instant water heater, White)","₹2,199","2,199","3,298 Ratings & 308 Reviews","3,298",�308 ,"Instant Geyser3 L5 Years on Tank, 2 Years on Heating Element, 2 Years on Product",63% off
"V-Guard 10 L Storage Water Geyser with Free Installation & Flexi Pipes (Victo 10 Litre, 5 Star, White)","₹6,599","6,599","14,013 Ratings & 1,315 Reviews","14,013","�1,315 ","Storage Geyser10 L2 Year (Product), 3 Year (Heating Coil) & 5 Year (Inner Tank)",25% off
"V-Guard 3 L Instant Water Geyser (SPRINHOT 3LIT , 3000 WATT WATER HEATER, White)","₹3,535","3,535",780 Ratings & 89 Reviews,780,�89 ,Instant Geyser3 L,32% off
"HAVELLS 3 L Instant Water Geyser Color Changing LED Indicator, Rust & Shook Proof (havells, White, Blu...","₹3,638","3,638","8,067 Ratings & 882 Reviews","8,067",�882 ,"Instant Geyser3 L5 Years Warranty on Inner Container, 2 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",33% off
"Crompton 25 L Storage Water Geyser (Acenza 25 Ltr, White)","₹6,625","6,625","10,019 Ratings & 940 Reviews","10,019",�940 ,"Storage Geyser25 LTank: 5 years, Heating Element: 2 years, Product: 2 years",35% off
"AO Smith 15 L Storage Water Geyser (SZS-015, Silver)","₹11,699","11,699",396 Ratings & 37 Reviews,396,�37 ,"Storage Geyser15 L7 Years Warranty on Tank, 4 Years Extended Warranty, 2 Years Comprehensive Warranty",7% off
"Jaquar 25 L Storage Water Geyser (ELENA MANUAL 25 LTR, White, Blue)","₹11,699","11,699",25 Ratings & 0 Reviews,25,�0 ,"Storage Geyser25 L7 Years on Tank,4 Years on Heating Element and 2 Years on Other Parts",15% off
"ACTIVA 25 L Storage Water Geyser (PREMIUM 25LTR, IVORY-MAROOM)","₹4,399","4,399",657 Ratings & 304 Reviews,657,�304 ,"Storage Geyser25 L5 Year Warranty On Inner Tank, 1 Year On Components",51% off
"V-Guard 6 L Gas Water Geyser (Safe-Flo Prime, White)","₹5,883","5,883",868 Ratings & 114 Reviews,868,�114 ,Gas Geyser6 L2 Year Manufacturer Warranty,18% off
"GESTOR 25 L Storage Water Geyser (STORM, Off White, Blue)","₹3,890","3,890",146 Ratings & 53 Reviews,146,�53 ,Storage Geyser25 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,43% off
"Hindware Smart Appliances 10 L Storage Water Geyser (Acero Neo, White)","₹4,499","4,499","11,874 Ratings & 1,168 Reviews","11,874","�1,168 ",Storage Geyser10 L2 years comprehensive warranty,27% off
"V-Guard 25 L Storage Water Geyser (Calino 25L, White)","₹10,599","10,599","1,526 Ratings & 182 Reviews","1,526",�182 ,Storage Geyser25 LCalino 25L comes with a 2-year offsite domestic warranty for manufacturing defects.  The Heating Element has a warranty of 3 years & the Inner Tank has a warranty of 7 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,34% off
"Crompton 10 L Storage Water Geyser (Regera 10 Ltr Glasslined With Free Installation & Pipes, Black, Wh...","₹6,449","6,449","13,062 Ratings & 1,414 Reviews","13,062","�1,414 ","Storage Geyser10 LTank: 7 years, Heating Element: 2 years, Product: 2 years",41% off
