air conditioner,,,,,,,
title,price,ac_price,rating,ac_rating,ac_reviews,description,discount
Lloyd 1.5 Ton 5 Star Split Inverter AC  - White,"₹39,990","39,990",7 Ratings & 0 Reviews,7 ,�0 ,Annual Power Usage: 714.5 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,40% off
Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,"₹38,989","38,989",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1012.62 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,43% off
Godrej 5-in-1 Convertible Cooling 1 Ton 5 Star Split Inverter I-sense Technology with Blue Fin Anti Co...,"₹34,490","34,490","3,895 Ratings & 302 Reviews","3,895 ",�302 ,"Annual Power Usage: 516.37 WRoom Size: 90 sqft or Below5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",29% off
Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,500","47,500",N/A,#VALUE!,#VALUE!,Annual Power Usage: 758.52 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,37% off
CARRIER 1 Ton 3 Star Split AC  - White,"₹36,300","36,300","6,091 Ratings & 620 Reviews","6,091 ",�620 ,Annual Power Usage: 1118 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years on Compressor from Carrier,20% off
Godrej 1.5 Ton Split Inverter AC  - White (Chrome),"₹32,099","32,099",N/A,#VALUE!,#VALUE!,Room Size: 111 - 150 sqft,30% off
Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,"₹46,899","46,899",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",30% off
Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,"₹45,420","45,420",4 Ratings & 0 Reviews,4 ,�0 ,Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,28% off
BLACK+DECKER 2 Ton 3 Star Split Inverter AC  - White,"₹44,999","44,999",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1274.33 WRoom Size: 151 - 200 sqft2 Years Comprehensive Warranty on product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor, 10 Years Part Support",43% off
SAMSUNG 2 Ton 4 Star Split Inverter AC  - White,"₹74,999","74,999",6 Ratings & 0 Reviews,6 ,�0 ,Annual Power Usage: 880 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years on Compressor,3% off
Voltas 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹32,490","32,490",N/A,#VALUE!,#VALUE!,Annual Power Usage: 672.93 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,42% off
Daikin 1 Ton 3 Star Split Inverter AC  - White,"₹33,949","33,949",13 Ratings & 0 Reviews,13 ,�0 ,Annual Power Usage: 68.4 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC and 10 Years Warranty on Compressor,29% off
Hitachi Ice Clean Frost Wash Technology 2023 Model 2 Ton 3 Star Split Inverter Xpandable plus Ambience...,"₹51,999","51,999",63 Ratings & 5 Reviews,63 ,�5 ,"Annual Power Usage: 1397.61 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor",36% off
SAMSUNG Convertible 5-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter AC  - White,"₹39,990","39,990","6,410 Ratings & 475 Reviews","6,410 ",�475 ,Annual Power Usage: 749.48 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,45% off
Lloyd 1.5 Ton 3 Star Split Inverter AC  - Red,"₹36,490","36,490",17 Ratings & 0 Reviews,17 ,�0 ,Annual Power Usage: 1002.76 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,40% off
Blue Star 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹35,600","35,600",N/A,#VALUE!,#VALUE!,Annual Power Usage: 684.94 WRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,29% off
Lloyd 1.2 Ton 3 Star Split Inverter AC  - White,"₹33,333","33,333",843 Ratings & 162 Reviews,843 ,�162 ,Annual Power Usage: 918.14 kWhRoom Size: 91 - 110 sqft1 Year Comprehensive Warranty on Product and 10 Years on Compressor,35% off
"Haier Frost Self-Clean 2023 Model 1.5 Ton 3 Star Split Inverter Intelli Smart, Intelli Convertible 7-i...","₹38,300","38,300",17 Ratings & 3 Reviews,17 ,�3 ,Annual Power Usage: 1020.54 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 12 Years Warranty on Compressor,43% off
Lloyd 1.5 Ton 5 Star Split Inverter AC  - White,"₹45,774","45,774",N/A,#VALUE!,#VALUE!,Annual Power Usage: 794.34 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,39% off
Frigidaire convertible 4-in-1 cooling 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,"₹30,999","30,999",5 Ratings & 1 Reviews,5 ,�1 ,Annual Power Usage: 1000.34 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,46% off
Daikin 1.8 Ton 3 Star Hot and Cold Split Inverter AC  - White,"₹62,111","62,111",104 Ratings & 6 Reviews,104 ,�6 ,"Annual Power Usage: 1057.21 kWhRoom Size: 151 - 200 sqft1 Year on Product, 10 Years on Compressor and 5 Years on PCB",21% off
Blue Star 1.5 Ton 3 Star Split AC  - White,"₹41,500","41,500",23 Ratings & 2 Reviews,23 ,�2 ,Annual Power Usage: 1127.1 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years on Compressor,20% off
Daikin 1.5 Ton 3 Star Split AC  - White,"₹37,218","37,218",53 Ratings & 4 Reviews,53 ,�4 ,Annual Power Usage: 0 kWhRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Daikin,13% off
Daikin 1.5 Ton 5 Star Split Inverter AC  - White,"₹54,499","54,499",7 Ratings & 1 Reviews,7 ,�1 ,Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,26% off
Blue Star 2023 Model 2 Ton 3 Star Split Inverter AC  - White,"₹46,990","46,990","5,110 Ratings & 446 Reviews","5,110 ",�446 ,"Annual Power Usage: 1261.37 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",34% off
"Lloyd Stylus 6 in 1 Convertible, Changeable AC Facia 2024 Model 1.5 Ton 5 Star Split Inverter Anti-Vir...","₹47,990","47,990",116 Ratings & 13 Reviews,116 ,�13 ,"Annual Power Usage: 751.65 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC, 5 Year Warranty on Component (Including PCB) and 10 Years Warranty on Compressor",38% off
Voltas 2 Ton Split Inverter AC  - White,"₹79,990","79,990",N/A,#VALUE!,#VALUE!,Room Size: 151 - 200 sqft,N/A
Voltas 2023 Model 2 Ton 3 Star Split AC  - White,"₹45,999","45,999",39 Ratings & 1 Reviews,39 ,�1 ,Annual Power Usage: 1323.72 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,38% off
Voltas 1 Ton 3 Star Split Inverter AC  - White,"₹30,999","30,999",N/A,#VALUE!,#VALUE!,Annual Power Usage: 672.93 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,45% off
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,"₹41,710","41,710",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1037.79 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",41% off
Daikin 1.5 Ton Split Inverter AC  - White,"₹39,302","39,302",N/A,#VALUE!,#VALUE!,Room Size: 111 - 150 sqft,32% off
Lloyd 1.5 Ton 5 Star Split AC with Wi-fi Connect  - White,"₹42,899","42,899",N/A,#VALUE!,#VALUE!,Annual Power Usage: 794.34 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,46% off
Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,"₹41,600","41,600","1,117 Ratings & 146 Reviews","1,117 ",�146 ,"Annual Power Usage: 743.96 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive on Warranty Product, 4 Years on PCB and 9 Years On Compressor",25% off
Hitachi 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹68,900","68,900",N/A,#VALUE!,#VALUE!,Annual Power Usage: 897.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,N/A
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter Expandable AC  - White,"₹40,800","40,800",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1024.34 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,36% off
Godrej 5-In-1 Convertible Cooling 2024 Model 0.8 Ton 3 Star Split Inverter Heavy Duty Cooling at Extre...,"₹26,490","26,490","3,895 Ratings & 302 Reviews","3,895 ",�302 ,"Annual Power Usage: 513.39 WRoom Size: 90 sqft or Below5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",35% off
Daikin 1.5 Ton 5 Star Split Inverter with Anti Microbial Filter AC  - White,"₹51,300","51,300","2,001 Ratings & 186 Reviews","2,001 ",�186 ,Annual Power Usage: 1415 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor From Daikin,7% off
Voltas 1.5 Ton 3 Star Window AC  - White,"₹30,790","30,790",32 Ratings & 1 Reviews,32 ,�1 ,Annual Power Usage: 1216.12 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,28% off
BLACK+DECKER 1.5 Ton 3 Star Split Inverter AC  - White,"₹38,999","38,999",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1072.42 WRoom Size: 111 - 150 sqft2 Years Comprehensive Warranty on product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor, 10 Years Part Support",42% off
Blue Star 2 Ton 3 Star Split AC  - White,"₹52,290","52,290",3 Ratings & 0 Reviews,3 ,�0 ,Annual Power Usage: 1250.18 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,18% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹43,790","43,790",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 790.04 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",20% off
Hitachi 1.5 Ton 3 Star Split Inverter AC  - Gold,"₹41,500","41,500","3,577 Ratings & 324 Reviews","3,577 ",�324 ,"Annual Power Usage: 1730 kWhRoom Size: 111 - 150 sqft1 years Comprehensive warranty, 5 years on Controller/PCB, 10 years on Compressor, 1 year Free Gas Recharge",31% off
SAMSUNG 2023 Model 1 Ton 3 Star Split Inverter AC  - White,"₹60,990","60,990",7 Ratings & 1 Reviews,7 ,�1 ,Annual Power Usage: 624.48 kWhRoom Size: 90 sqft or Below1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,N/A
CARRIER 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹33,930","33,930",N/A,#VALUE!,#VALUE!,Annual Power Usage: 2550 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC and 10 Years Warranty on Compressor,27% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,800","47,800",N/A,#VALUE!,#VALUE!,Annual Power Usage: 783.33 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,32% off
Electrolux Convertible 1 Ton 3 Star Split Inverter Expandable Anti-bacterial & PM2.5 Filter AC  - Whit...,"₹32,920","32,920",7 Ratings & 3 Reviews,7 ,�3 ,Annual Power Usage: 668.13 kWhRoom Size: 90 sqft or Below1 Year Standard Warranty on Product; 10 Years Warranty on Compressor; 5 Years Warranty on  PCB,44% off
ONIDA 1.5 Ton 5 Star Split Inverter AC  - White,"₹32,990","32,990","7,058 Ratings & 808 Reviews","7,058 ",�808 ,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,35% off
Hitachi 1.5 Ton 3 Star Split AC  - White,"₹41,800","41,800",3 Ratings & 0 Reviews,3 ,�0 ,Annual Power Usage: 1039.62 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Compressor Warranty,20% off
Blue Star 1.5 Ton 3 Star Window AC  - White,"₹35,990","35,990",25 Ratings & 1 Reviews,25 ,�1 ,Annual Power Usage: 1161.16 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,8% off
Lloyd 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹44,800","44,800",N/A,#VALUE!,#VALUE!,Annual Power Usage: 794.34 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,43% off
CARRIER Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split AI Flexicool Inverter Dual Filtrati...,"₹41,999","41,999","14,636 Ratings & 1,236 Reviews","14,636 ","�1,236 ","Annual Power Usage: 754.05 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",44% off
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,"₹38,799","38,799",30 Ratings & 0 Reviews,30 ,�0 ,Annual Power Usage: 1024.34 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,38% off
Daikin 1 Ton 5 Star Split Inverter AC  - White,"₹40,320","40,320",12 Ratings & 0 Reviews,12 ,�0 ,"Annual Power Usage: 523.54 kWhRoom Size: 90 sqft or Below1 Year on Product, 10 Years on Compressor and 5 Years on PCB",27% off
Daikin 1.8 Ton 3 Star Split Inverter AC  - White,"₹65,400","65,400",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1202.77 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years on Compresser,7% off
SAMSUNG 2023 Model 2 Ton 3 Star Split Inverter AC  - White,"₹82,990","82,990",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1145.22 kWhRoom Size: 151 - 200 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,N/A
Daikin 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,"₹38,250","38,250",36 Ratings & 1 Reviews,36 ,�1 ,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years on Compressor,34% off
Voltas 1.5 Ton 5 Star Split Inverter AC  - White,"₹49,190","49,190",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 758.96 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",38% off
MOTOROLA 1.5 Ton 3 Star Split Inverter AC  - White,"₹29,490","29,490","1,130 Ratings & 174 Reviews","1,130 ",�174 ,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year on Product and 10 Years Warranty on Compressor,41% off
Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,"₹41,500","41,500",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1000.53 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",31% off
GREE 2 Ton 5 Star Split Inverter AC with Wi-fi Connect  - Champagne/White,"₹98,990","98,990",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1230 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,22% off
ONIDA 1 Ton 3 Star Split Inverter AC  - White,"₹28,595","28,595",206 Ratings & 20 Reviews,206 ,�20 ,Annual Power Usage: 713.54 kWhRoom Size: 90 sqft or Below1 Year on Product and 5 Year on Compressor from Onida,41% off
Hitachi 1.5 Ton 3 Star Split Inverter AC  - Gold,"₹41,800","41,800",6 Ratings & 0 Reviews,6 ,�0 ,Room Size: 111 - 150 sqft,24% off
Hitachi 1.5 Ton 3 Star Split AC  - White,"₹41,500","41,500",9 Ratings & 2 Reviews,9 ,�2 ,Annual Power Usage: 1703.04 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor from Hitachi,17% off
LG 1 Ton 3 Star Split Inverter AC  - White,"₹38,999","38,999",N/A,#VALUE!,#VALUE!,Annual Power Usage: 642.26 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years Warranty on Compressor,41% off
"Hitachi 1.5 Ton 5 Star Split Inverter AC  - Gold, White","₹48,200","48,200",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1305.63 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Complete Product and 5 Years on Compressor,20% off
"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1 Ton 5 Star Split Inverter AC with Wi-f...","₹46,450","46,450",5 Ratings & 0 Reviews,5 ,�0 ,"Annual Power Usage: 516.33 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 5 Years Warranty on ODU Casing and 10 Years Warranty on Compressor",28% off
O General 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹66,500","66,500",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1432.1 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,16% off
Lloyd 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹38,990","38,990",13 Ratings & 0 Reviews,13 ,�0 ,Annual Power Usage: 895.23 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,43% off
IFB AI Convertible 8-in-1 Cooling 2024 Model 2 Ton 3 Star Split Inverter With Heavy Duty Cooling AC  -...,"₹46,990","46,990","6,746 Ratings & 584 Reviews","6,746 ",�584 ,"Annual Power Usage: 1248.28 WRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",25% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,490","47,490",N/A,#VALUE!,#VALUE!,Annual Power Usage: 770.98 kWhRoom Size: 111 - 150 sqft1 Year Warranty and 4 Years Extended Warranty on Product and 10 Years Warranty on Compressor,29% off
CARRIER 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹47,800","47,800",N/A,#VALUE!,#VALUE!,Annual Power Usage: 871.59 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years Warranty on Compressor,40% off
Lloyd 1 Ton 2 Star Split Inverter AC  - White,"₹31,000","31,000",N/A,#VALUE!,#VALUE!,Annual Power Usage: 735.4 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,34% off
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.2 Ton 3 Star Split Inverter Multi Sensors, Stabalize...","₹34,999","34,999","15,213 Ratings & 1,501 Reviews","15,213 ","�1,501 ",Annual Power Usage: 865.48 kWhRoom Size: 91 - 110 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor from Blue Star,39% off
O General 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹50,200","50,200",N/A,#VALUE!,#VALUE!,Annual Power Usage: 748.27 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC and 10 Years Warranty on Compressor,10% off
Voltas 1.5 Ton Split Inverter Expandable AC  - White,"₹47,880","47,880",N/A,#VALUE!,#VALUE!,Room Size: 111 - 150 sqft,40% off
"Lloyd Stylus 6 in 1 Convertible, Changeable AC Facia 2024 Model 1 Ton 5 Star Split Inverter Anti-Viral...","₹40,990","40,990",116 Ratings & 13 Reviews,116 ,�13 ,"Annual Power Usage: 520.93 WRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC, 5 Year Warranty on Component (Including PCB) and 10 Years Warranty on Compressor",38% off
Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹36,990","36,990",4 Ratings & 0 Reviews,4 ,�0 ,Annual Power Usage: 1835 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years on Compressor,27% off
O General 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹59,990","59,990",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1052.79 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,6% off
"Godrej 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White, Gold","₹40,300","40,300",38 Ratings & 3 Reviews,38 ,�3 ,Annual Power Usage: 840.2 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compressor,27% off
Godrej 5-In-1 Convertible Cooling 2024 Model Wood Finish 1.5 Ton 3 Star Split Inverter 4 Way Air Swing...,"₹36,490","36,490","5,920 Ratings & 468 Reviews","5,920 ",�468 ,"Annual Power Usage: 980.37 kWhRoom Size: 111 - 150 sqft5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",25% off
