air conditioner,,,,,,,
title,price,ac_price,rating,ac_rating,ac_reviews,description,discount
Voltas 2023 Model 2 Ton 2 Star Window AC  - White,"₹36,440","36,440",55 Ratings & 2 Reviews,55 ,�2 ,Annual Power Usage: 1542.79 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,24% off
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,200","37,200",129 Ratings & 15 Reviews,129 ,�15 ,Annual Power Usage: 1685 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,39% off
realme TechLife 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹26,990","26,990","1,394 Ratings & 185 Reviews","1,394 ",�185 ,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years on Compressor,46% off
Daikin 1 Ton 5 Star Split Inverter AC with PM 2.5 Filter with Wi-fi Connect  - White,"₹43,170","43,170",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 523.54 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",26% off
Lloyd 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,"₹42,999","42,999",509 Ratings & 57 Reviews,509 ,�57 ,Annual Power Usage: 1370 kWhRoom Size: 111 - 150 sqft1 Year Comrehensive Warranty and 10 Years Warranty on Compressor from Lloyd,29% off
"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1 Ton 2 Star Split Inverter Smart Ready, 7 Stage A...","₹33,490","33,490","1,629 Ratings & 128 Reviews","1,629 ",�128 ,"Annual Power Usage: 773.19 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 4 Years Super Warranty (T&C Apply), 5 Years Warranty on ODU PCB and 10 Years Warranty on Compressor from IFB",16% off
Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,985","37,985",5 Ratings & 0 Reviews,5 ,�0 ,"Annual Power Usage: 1012.62 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 5 Years Warranty on Compressor",38% off
Lloyd 2023 Model 1 Ton 3 Star Split AC  - White,"₹36,030","36,030",56 Ratings & 7 Reviews,56 ,�7 ,Annual Power Usage: 709.86 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,27% off
Voltas 2023 Model 1 Ton 3 Star Split Inverter AC  - White,"₹30,990","30,990",40 Ratings & 0 Reviews,40 ,�0 ,Annual Power Usage: 669.81 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,45% off
Haier 1.6 Ton 5 Star Split Inverter AC  - White,"₹43,500","43,500",3 Ratings & 0 Reviews,3 ,�0 ,Annual Power Usage: 836.95 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,44% off
Haier 1 Ton 3 Star Split Inverter AC  - White,"₹32,977","32,977","1,295 Ratings & 129 Reviews","1,295 ",�129 ,Annual Power Usage: 732.84 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 12 Years on Compressor,44% off
Lloyd . 1.5 Ton 5 Star Split Inverter with PM 2.5 Filter AC  - White,"₹42,999","42,999",45 Ratings & 4 Reviews,45 ,�4 ,Room Size: 111 - 150 sqft1 Year Comrehensive Warranty and 10 Years Warranty on Compressor from Lloyd,29% off
SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,"₹45,309","45,309","9,045 Ratings & 823 Reviews","9,045 ",�823 ,Annual Power Usage: 863.15 kWhRoom Size: 111 - 150 sqft1 year on product and 10 year on compressor,25% off
"Haier Frost Self-Clean 2023 Model 1 Ton 3 Star Split Inverter Cooling at Extreme Temperature, Super An...","₹29,990","29,990","1,295 Ratings & 129 Reviews","1,295 ",�129 ,Annual Power Usage: 688.52 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 12 Years Warranty on Compressor,47% off
"Haier 1.5 Ton 3 Star Split Dual Inverter with Micro Bacterial Filter, 54 High Ambient Performance, Low...","₹37,800","37,800","2,879 Ratings & 341 Reviews","2,879 ",�341 ,Annual Power Usage: 925.24 WRoom Size: 111 - 150 sqft5 Years Warranty on Product and 12 Years Warranty on Compressor,37% off
Electrolux Convertible 1.5 Ton 5 Star Split Inverter Expandable Anti-bacterial & PM2.5 Filter with Pla...,"₹73,990","73,990",4 Ratings & 1 Reviews,4 ,�1 ,Annual Power Usage: 758.6 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product; 10 Years Warranty on Compressor; 5 Years Warranty on  PCB,N/A
Godrej 2023 Model 1 Ton 3 Star Split Inverter AC  - White (Chrome),"₹29,500","29,500",N/A,#VALUE!,#VALUE!,Room Size: 90 sqft or Below,29% off
CARRIER Flexicool Convertible 4-in-1 Cooling 2 Ton 3 Star Split Inverter Dual Filtration with HD and P...,"₹78,500","78,500","14,636 Ratings & 1,236 Reviews","14,636 ","�1,236 ","Annual Power Usage: 1257.12 kWhRoom Size: 151 - 200 sqft1 Year warranty on Product, 5 (1+4) Years on PCB and 10 (1+9) Years on Compressor",N/A
Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,"₹34,490","34,490",60 Ratings & 2 Reviews,60 ,�2 ,Annual Power Usage: 1002.76 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,43% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,600","47,600",360 Ratings & 54 Reviews,360 ,�54 ,Annual Power Usage: 0 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years Warranty on Compressor From Blue Star,27% off
Lloyd 2 Ton 3 Star Split AC with Wi-fi Connect  - White,"₹47,450","47,450",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1315.21 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,27% off
Godrej 1.5 Ton 3 Star Split Inverter AC  - White,"₹31,290","31,290",10 Ratings & 1 Reviews,10 ,�1 ,"Annual Power Usage: 1006.54 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",31% off
Daikin 1.8 Ton 3 Star Split Inverter with AG Ion Filter AC  - White,"₹65,999","65,999","2,001 Ratings & 186 Reviews","2,001 ",�186 ,Annual Power Usage: 1255 kWhRoom Size: 151 - 200 sqft1 Year on Product and 10 Years on Compressor from Daikin,N/A
Haier 1.5 Ton 3 Star Split Inverter AC  - White,"₹38,300","38,300",N/A,#VALUE!,#VALUE!,Annual Power Usage: 925.24 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 12 Years Warranty on Compressor,52% off
Panasonic 0.8 Ton 3 Star Split Inverter AC  - White,"₹27,990","27,990","24,080 Ratings & 2,439 Reviews","24,080 ","�2,439 ","Annual Power Usage: 519.64 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",36% off
Voltas 1.5 Ton 3 Star Split Inverter adjustible AC  - White,"₹37,800","37,800",25 Ratings & 1 Reviews,25 ,�1 ,Annual Power Usage: 1036.6 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years on Compressor,37% off
Daikin 2.02 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,"₹64,100","64,100",29 Ratings & 1 Reviews,29 ,�1 ,"Annual Power Usage: 1372.85 kWh1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",26% off
Blue Star 1.5 Ton 3 Star Window Inverter AC  - White,"₹35,749","35,749",15 Ratings & 1 Reviews,15 ,�1 ,"Annual Power Usage: 1191.02 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and Lifetime Warranty on Compressor",20% off
Haier 1.5 Ton 5 Star Split Inverter AC  - White,"₹44,999","44,999",40 Ratings & 2 Reviews,40 ,�2 ,"Annual Power Usage: 880.3 kWhRoom Size: 111 - 150 sqft1 Year on Product, 1 Year on Condenser and 10 Years on Compressor",30% off
Voltas 2 Ton Split Inverter AC  - White,"₹45,490","45,490",6 Ratings & 0 Reviews,6 ,�0 ,Room Size: 151 - 200 sqft,43% off
Lloyd 1.5 Ton 3 Star Window AC  - White,"₹39,000","39,000","2,055 Ratings & 262 Reviews","2,055 ",�262 ,Annual Power Usage: 1215.35 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years on Compressor,4% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - Silver,"₹37,750","37,750",7 Ratings & 1 Reviews,7 ,�1 ,"Annual Power Usage: 1026.46 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",40% off
"Blue Star Convertible 4 in 1 Cooling 2023 Model 1.5 Ton 4 Star Split Inverter Multi Sensors, Stabalize...","₹40,990","40,990","5,110 Ratings & 446 Reviews","5,110 ",�446 ,"Annual Power Usage: 840.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Excluding Remote Handset)",41% off
Voltas 1.5 Ton 5 Star Split Inverter AC  - White,"₹41,900","41,900",8 Ratings & 0 Reviews,8 ,�0 ,Annual Power Usage: 1490 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,44% off
Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,890","47,890",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 823.18 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Prodcut, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",37% off
CARRIER 2024 Model AI Flexicool Convertible 6-in-1 Cooling 1.5 Ton 3 Star Split Inverter Dual Filtrati...,"₹34,990","34,990","14,636 Ratings & 1,236 Reviews","14,636 ","�1,236 ","Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",48% off
Haier 1.6 Ton 5 Star Split Inverter AC  - White,"₹42,990","42,990",4 Ratings & 0 Reviews,4 ,�0 ,Annual Power Usage: 836.95 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 12 Years Warranty on Compressor,42% off
Haier 2 Ton 5 Star Split Inverter AC  - White,"₹60,500","60,500",N/A,#VALUE!,#VALUE!,Annual Power Usage: 910.72 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 12 Years Warranty on Compressor,14% off
Lloyd 2023 Model 1.5 Ton 4 Star Split Inverter AC  - White,"₹43,990","43,990","8,657 Ratings & 1,179 Reviews","8,657 ","�1,179 ",Annual Power Usage: 863.15 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,31% off
Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,"₹44,190","44,190",4 Ratings & 0 Reviews,4 ,�0 ,Annual Power Usage: 758.52 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,40% off
Daikin 1.5 Ton 5 Star Split Inverter AC  - White,"₹51,800","51,800",7 Ratings & 0 Reviews,7 ,�0 ,Annual Power Usage: 756.78 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,27% off
Hitachi 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,"₹38,890","38,890",43 Ratings & 4 Reviews,43 ,�4 ,"Annual Power Usage: 1068.21 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Additional Warranty on Controller, PCB and 10 Years Additional Warranty on Compressor",19% off
"Haier Turbo Cool Plus 2023 Model 1 Ton 3 Star Split Extreme Temperature Cooling,Micro Antibacterial Fi...","₹31,999","31,999",630 Ratings & 67 Reviews,630 ,�67 ,Annual Power Usage: 2631.91 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty and 6 Years on Compressor,41% off
Lloyd 2023 Model 1.5 Ton 2 Star Split AC  - White,"₹45,990","45,990",169 Ratings & 21 Reviews,169 ,�21 ,Annual Power Usage: 1114.71 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,23% off
Blue Star 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,500","47,500",24 Ratings & 3 Reviews,24 ,�3 ,Annual Power Usage: 774.88 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Compressor Warranty,22% off
Voltas 1.5 Ton 5 Star Split Inverter AC  - White,"₹41,149","41,149",19 Ratings & 0 Reviews,19 ,�0 ,Annual Power Usage: 759.07 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,47% off
Voltas 1 Ton 5 Star Split Inverter AC  - White,"₹35,990","35,990","15,528 Ratings & 785 Reviews","15,528 ",�785 ,Annual Power Usage: 518.75 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,43% off
Hitachi 1.8 Ton 4 Star Split Inverter AC  - White,"₹59,899","59,899",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1084.82 WRoom Size: 151 - 200 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",2% off
"Haier Turbo Cool Plus 2023 Model 1 Ton 2 Star Split Extreme Temperature Cooling,Micro Antibacterial Fi...","₹32,000","32,000",34 Ratings & 1 Reviews,34 ,�1 ,Annual Power Usage: 752.43 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty and 6 Years on Compressor,39% off
Lloyd 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹44,500","44,500",11 Ratings & 1 Reviews,11 ,�1 ,Annual Power Usage: 751.65 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,36% off
Hitachi 1.5 Ton 3 Star Split AC  - White,"₹41,600","41,600",960 Ratings & 158 Reviews,960 ,�158 ,Annual Power Usage: 1157.29 kWhRoom Size: 111 - 150 sqft1 Year on Complete Unit and 5 Years on Compressor From Hitachi,20% off
Lloyd 1.5 Ton 5 Star Split Inverter AC  - White,"₹38,990","38,990",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB, and 10 Years Warranty on Compressor",22% off
CARRIER Convertible 6-in-1 Cooling 2023 Model 1.2 Ton 5 Star Split AI Flexicool Inverter Dual Filtrati...,"₹66,590","66,590","14,636 Ratings & 1,236 Reviews","14,636 ","�1,236 ","Annual Power Usage: 612.82 kWhRoom Size: 91 - 110 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",N/A
CARRIER 1.5 Ton 5 Star Window Inverter AC  - White,"₹40,890","40,890",4 Ratings & 0 Reviews,4 ,�0 ,"Annual Power Usage: 1135.3 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 2 Years on Outdoor PCB and 10 Years on Compressor",29% off
Voltas 1.5 Ton 5 Star Split Inverter AC  - White,"₹41,900","41,900",6 Ratings & 0 Reviews,6 ,�0 ,Annual Power Usage: 892.9 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,44% off
Daikin 1.5 Ton 3 Star Split Inverter AC  - White,"₹38,499","38,499",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 966.47 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB, and 10 Years Warranty on Compressor",44% off
Blue Star 2 Ton 3 Star Split Inverter AC  - White,"₹51,399","51,399",15 Ratings & 3 Reviews,15 ,�3 ,Annual Power Usage: 1261.37 kWhRoom Size: 151 - 200 sqft1 Year on Product and 10 Years Warranty on Compressor,28% off
Daikin 2023 Model 1 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,"₹32,990","32,990","13,571 Ratings & 1,019 Reviews","13,571 ","�1,019 ",Annual Power Usage: 680.4 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),31% off
"LG AI Convertible 6-in-1 Cooling 2023 Model 1 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with An...","₹46,990","46,990","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 521.2 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",28% off
Hitachi 2023 Model 1 Ton 5 Star Split Inverter AC  - White,"₹39,739","39,739",8 Ratings & 1 Reviews,8 ,�1 ,Annual Power Usage: 533.61 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,36% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,490","47,490",3 Ratings & 0 Reviews,3 ,�0 ,Annual Power Usage: 783.33 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,37% off
Hitachi Ice Clean Frost Wash Technology 2023 Model 1 Ton 3 Star Split Inverter Xpandable plus Ambience...,"₹32,990","32,990","2,523 Ratings & 215 Reviews","2,523 ",�215 ,"Annual Power Usage: 669.16 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor",39% off
Blue Star 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹38,550","38,550",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1026.37 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",39% off
Daikin 1 Ton 3 Star Split AC with PM 2.5 Filter  - White,"₹34,999","34,999",160 Ratings & 20 Reviews,160 ,�20 ,Room Size: 90 sqft or Below1 Year on Total Unit and 5 Years on Compressor,4% off
Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,"₹41,300","41,300",N/A,#VALUE!,#VALUE!,Annual Power Usage: 988.6 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,25% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,490","37,490","15,213 Ratings & 1,501 Reviews","15,213 ","�1,501 ","Annual Power Usage: 1006.84 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",40% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,"₹38,490","38,490",8 Ratings & 2 Reviews,8 ,�2 ,Annual Power Usage: 1456 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,39% off
Haier 1.5 Ton 3 Star Split AC  - White,"₹49,402","49,402",630 Ratings & 67 Reviews,630 ,�67 ,Annual Power Usage: 1123.23 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 6 Years on Compressor From Haier,18% off
SAMSUNG Convertible 5-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Inverter AC  - White,"₹34,990","34,990","6,410 Ratings & 475 Reviews","6,410 ",�475 ,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,42% off
Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,"₹48,300","48,300",N/A,#VALUE!,#VALUE!,Annual Power Usage: 813.13 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,35% off
Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,"₹36,990","36,990",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1000.53 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",34% off
Haier 1 Ton 3 Star Split Triple Inverter AC  - White,"₹31,490","31,490",N/A,#VALUE!,#VALUE!,Annual Power Usage: 697.66 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,47% off
Lloyd 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹44,999","44,999",285 Ratings & 60 Reviews,285 ,�60 ,Annual Power Usage: 698.49 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years on Compressor,15% off
"Haier Frost Self-Clean 2023 Model 1.5 Ton 4 Star Split Inverter Intelli Smart,� Intelli Convertible 7-...","₹52,990","52,990","1,538 Ratings & 185 Reviews","1,538 ",�185 ,Annual Power Usage: 886.36 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 12 Years Warranty on Compressor,24% off
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...","₹40,100","40,100",891 Ratings & 74 Reviews,891 ,�74 ,"Annual Power Usage: 1007.86 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Excluding Remote Handset)",34% off
Voltas 1 Ton 3 Star Split AC  - White,"₹30,999","30,999",35 Ratings & 2 Reviews,35 ,�2 ,Annual Power Usage: 0 kWhRoom Size: 90 sqft or Below1 Year on Product and 5 Years on Compressor from Voltas,32% off
Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,"₹39,990","39,990",N/A,#VALUE!,#VALUE!,Annual Power Usage: 999.69 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,39% off
SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,"₹45,309","45,309","24,230 Ratings & 2,364 Reviews","24,230 ","�2,364 ",Annual Power Usage: 863.15 kWhRoom Size: 111 - 150 sqft1 Year comprehensive and 10 years on Compressor,17% off
Daikin 1.5 Ton 3 Star Split AC  - White,"₹55,000","55,000",44 Ratings & 6 Reviews,44 ,�6 ,Annual Power Usage: 1009.44 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 5 Years on Compressor,1% off
Godrej 5-In-1 Convertible Cooling 2024 Model 1.5 Ton 3 Star Split Inverter Heavy Duty Cooling at Extre...,"₹31,990","31,990","10,500 Ratings & 772 Reviews","10,500 ",�772 ,"Annual Power Usage: 966.34 WRoom Size: 111 - 150 sqft5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",30% off
realme TechLife 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹29,490","29,490","1,394 Ratings & 185 Reviews","1,394 ",�185 ,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compressor,45% off
O General 1.2 Ton 3 Star Window AC with Wi-fi Connect  - White,"₹30,990","30,990",6 Ratings & 0 Reviews,6 ,�0 ,Annual Power Usage: 983.12 WRoom Size: 91 - 110 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,6% off
Blue Star 2023 Model 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹45,990","45,990",23 Ratings & 2 Reviews,23 ,�2 ,"Annual Power Usage: 770.98 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",37% off
Voltas 2 Ton 3 Star Split Inverter AC  - White,"₹68,799","68,799",42 Ratings & 6 Reviews,42 ,�6 ,Room Size: 151 - 200 sqft,13% off
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,499","37,499",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1037.79 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",47% off
Voltas 1.5 Ton 5 Star Split Inverter AC  - White,"₹43,600","43,600","24,734 Ratings & 2,025 Reviews","24,734 ","�2,025 ",Annual Power Usage: 893.02 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years on Compressor,42% off
CARRIER 1 Ton 3 Star Split Air Filtration with High Density Filter AC  - White,"₹36,400","36,400","6,091 Ratings & 620 Reviews","6,091 ",�620 ,Annual Power Usage: 758.62 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years on Compressor,30% off
Blue Star 1 Ton 5 Star Split Inverter AC  - Grey,"₹36,860","36,860",N/A,#VALUE!,#VALUE!,Annual Power Usage: 517.83 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,29% off
Lloyd 1.5 Ton 3 Star Window Inverter AC  - White,"₹42,999","42,999",5 Ratings & 1 Reviews,5 ,�1 ,Annual Power Usage: 1262.7 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 5 Years on Compressor,21% off
SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,"₹49,949","49,949",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",52% off
Haier 1.5 Ton 3 Star Split Inverter AC  - White,"₹38,500","38,500",5 Ratings & 0 Reviews,5 ,�0 ,Annual Power Usage: 1029.15 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 12 Years Warranty on Compressor,36% off
Blue Star 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹44,490","44,490","5,110 Ratings & 446 Reviews","5,110 ",�446 ,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",40% off
Lloyd 1.5 Ton 5 Star Split AC  - White,"₹44,800","44,800",N/A,#VALUE!,#VALUE!,Annual Power Usage: 780.56 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32% off
Lloyd 1.5 Ton 3 Star Window Inverter AC  - White,"₹50,999","50,999",72 Ratings & 4 Reviews,72 ,�4 ,Annual Power Usage: 1222.32 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,3% off
Hitachi 1 Ton 3 Star Split Inverter AC  - Gold,"₹48,999","48,999","3,577 Ratings & 324 Reviews","3,577 ",�324 ,"Annual Power Usage: 1230 kWhRoom Size: 90 sqft or Below1 years Comprehensive warranty, 5 years on Controller/PCB, 10 years on Compressor, 1 year Free Gas Recharge",2% off
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,600","37,600",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1220.59 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,52% off
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,"₹40,150","40,150",9 Ratings & 2 Reviews,9 ,�2 ,Annual Power Usage: 1024.34 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,36% off
Voltas 1.5 Ton Split Inverter Expandable AC  - White,"₹35,040","35,040",9 Ratings & 1 Reviews,9 ,�1 ,Room Size: 111 - 150 sqft,49% off
Godrej 1.5 Ton 3 Star Split AC  - White,"₹32,000","32,000",172 Ratings & 18 Reviews,172 ,�18 ,Annual Power Usage: 1137.94 kWhRoom Size: 111 - 150 sqft1 Year on Product and Condenser Coil Warranty and 5 Years on Compressor Warranty from Godrej,31% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹45,990","45,990",7 Ratings & 1 Reviews,7 ,�1 ,"Annual Power Usage: 783.33 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",36% off
